geneID	collisiontype	DistanceGroup	genestart	geneend	chr	start	end	width	score	Overlap	sample
YLR183C	headon	10000	520542	522012	chr12	521941	523790	1849	3.82961823284755	71	Top2
YLR184W	codirectional	10000	522105	522453	chr12	521941	523790	1849	3.82961823284755	348	Top2
YLR185W	codirectional	10000	522662	523288	chr12	521941	523790	1849	3.82961823284755	626	Top2
YLR227W-A	headon	10000	593437	594760	chr12	593440	593840	400	1.71609192293802	400	Top2
YLR228C	codirectional	10000	600018	602463	chr12	601589	605700	4111	6.31862814056173	874	Top2
YLR229C	headon	10000	604211	604787	chr12	601589	605700	4111	6.31862814056173	576	Top2
YLR230W	codirectional	10000	604573	604879	chr12	601589	605700	4111	6.31862814056173	306	Top2
YLR231C	headon	10000	605757	607119	chr12	606842	607565	723	3.20375550658782	277	Top2
YLR232W	codirectional	10000	606829	607177	chr12	606842	607565	723	3.20375550658782	335	Top2
YLR233C	headon	10000	607424	609524	chr12	606842	607565	723	3.20375550658782	141	Top2
YLR234W	codirectional	10000	609782	611753	chr12	611314	612395	1081	4.98248866466735	439	Top2
YLR235C	headon	10000	611531	611930	chr12	611314	612395	1081	4.98248866466735	399	Top2
YLR236C	headon	10000	611793	612117	chr12	611314	612395	1081	4.98248866466735	324	Top2
YLR238W	headon	10000	614754	616191	NA	NA	NA	NA	NA	0	Top2
YLR239C	codirectional	10000	616331	617318	NA	NA	NA	NA	NA	0	Top2
YLR240W	headon	10000	617532	620160	chr12	620026	620339	313	1.76909858158428	134	Top2
YLR241W	headon	10000	620472	622821	NA	NA	NA	NA	NA	0	Top2
YLR242C	headon	10000	622917	623883	NA	NA	NA	NA	NA	0	Top2
YLR243W	codirectional	10000	624202	625021	NA	NA	NA	NA	NA	0	Top2
YLR244C	headon	10000	625167	626331	NA	NA	NA	NA	NA	0	Top2
YLR245C	headon	10000	626501	626930	chr12	626714	627249	535	1.9253402298741	216	Top2
YLR246W	codirectional	10000	627117	628197	chr12	626714	627249	535	1.9253402298741	132	Top2
YLR246W	codirectional	10000	627117	628197	chr12	628147	628898	751	3.80030489537497	50	Top2
YLR247C	headon	10000	628683	633354	chr12	628147	628898	751	3.80030489537497	215	Top2
YLR247C	headon	10000	628683	633354	chr12	633137	633956	819	7.20643131235242	217	Top2
YLR248W	headon	10000	634251	636084	chr12	635640	641519	5879	5.44826551127588	444	Top2
YLR249W	headon	10000	636779	639914	chr12	635640	641519	5879	5.44826551127588	3135	Top2
YLR250W	headon	10000	640316	641021	chr12	635640	641519	5879	5.44826551127588	705	Top2
YLR251W	headon	10000	641463	642057	chr12	635640	641519	5879	5.44826551127588	56	Top2
YLR251W	headon	10000	641463	642057	chr12	641934	642777	843	2.830876802701	123	Top2
YLR252W	headon	10000	641956	642262	chr12	641934	642777	843	2.830876802701	306	Top2
YLR253W	headon	10000	642626	644336	chr12	641934	642777	843	2.830876802701	151	Top2
YLR254C	codirectional	10000	644403	644973	NA	NA	NA	NA	NA	0	Top2
YLR255C	headon	10000	645599	645953	chr12	644999	646928	1929	5.46375696204192	354	Top2
YLR257W	headon	10000	658825	659791	chr12	657854	661218	3364	6.12328416489676	966	Top2
YLR258W	codirectional	10000	660715	662833	chr12	657854	661218	3364	6.12328416489676	503	Top2
YLR259C	headon	10000	663283	665002	chr12	664514	665891	1377	3.49006096923393	488	Top2
YLR260W	codirectional	10000	665843	667907	chr12	664514	665891	1377	3.49006096923393	48	Top2
YLR261C	headon	10000	668236	668563	NA	NA	NA	NA	NA	0	Top2
YLR262C	headon	10000	668243	668891	chr12	668798	669577	779	3.89875682676295	93	Top2
YLR262C-A	headon	10000	669467	669662	chr12	668798	669577	779	3.89875682676295	110	Top2
YLR266C	codirectional	10000	675618	677724	chr12	675472	675621	149	1.6451216187313	3	Top2
YLR266C	codirectional	10000	675618	677724	chr12	676972	678577	1605	6.04445939203762	752	Top2
YLR267W	headon	10000	678211	679924	chr12	676972	678577	1605	6.04445939203762	366	Top2
YLR268W	headon	10000	680199	680844	chr12	680711	681124	413	2.62455570449642	133	Top2
YLR269C	codirectional	10000	680865	681216	chr12	680711	681124	413	2.62455570449642	259	Top2
YLR270W	headon	10000	681185	682238	NA	NA	NA	NA	NA	0	Top2
YLR271W	headon	10000	682736	683561	NA	NA	NA	NA	NA	0	Top2
YLR272C	codirectional	10000	683671	687202	NA	NA	NA	NA	NA	0	Top2
YLR273C	headon	10000	689082	691029	NA	NA	NA	NA	NA	0	Top2
YLR274W	codirectional	10000	691554	693882	chr12	691117	691634	517	2.70561044852927	80	Top2
YLR275W	codirectional	10000	694377	694800	NA	NA	NA	NA	NA	0	Top2
YLR276C	headon	10000	695045	696830	NA	NA	NA	NA	NA	0	Top2
YLR277C	headon	10000	697155	699495	NA	NA	NA	NA	NA	0	Top2
YLR293C	codirectional	10000	720770	721430	chr12	720496	720804	308	2.06652135581384	34	Top2
YLR294C	codirectional	10000	721700	722030	NA	NA	NA	NA	NA	0	Top2
YLR295C	codirectional	10000	721998	722373	chr12	722035	723973	1938	6.45044856944767	338	Top2
YLR296W	headon	10000	722977	723304	chr12	722035	723973	1938	6.45044856944767	327	Top2
YLR297W	headon	10000	724043	724433	NA	NA	NA	NA	NA	0	Top2
YLR298C	codirectional	10000	724720	725416	chr12	724635	726540	1905	8.71181724853835	696	Top2
YLR299W	headon	10000	726068	728051	chr12	724635	726540	1905	8.71181724853835	472	Top2
YLR299W	headon	10000	726068	728051	chr12	727057	731035	3978	9.00480227768875	994	Top2
YLR299C-A	codirectional	10000	727910	728003	chr12	727057	731035	3978	9.00480227768875	93	Top2
YLR300W	headon	10000	728954	730301	chr12	727057	731035	3978	9.00480227768875	1347	Top2
YLR301W	codirectional	10000	730824	731559	chr12	727057	731035	3978	9.00480227768875	211	Top2
YLR302C	headon	10000	732190	732553	chr12	732148	732922	774	3.53733504479893	363	Top2
YLR303W	codirectional	10000	732541	733876	chr12	732148	732922	774	3.53733504479893	381	Top2
YLR303W	codirectional	10000	732541	733876	chr12	733297	733345	48	1.41613645706743	48	Top2
YLR306W	headon	10000	744150	744851	chr12	743509	746244	2735	3.24163617429451	701	Top2
YLR307W	codirectional	10000	745619	746525	chr12	743509	746244	2735	3.24163617429451	625	Top2
YLR307C-A	headon	10000	746847	747111	NA	NA	NA	NA	NA	0	Top2
YLR308W	codirectional	10000	747936	748875	chr12	747338	748094	756	3.99079106946059	158	Top2
YLR309C	headon	10000	749033	751769	NA	NA	NA	NA	NA	0	Top2
YLR310C	headon	10000	752223	756993	NA	NA	NA	NA	NA	0	Top2
YLR328W	headon	10000	784912	786118	NA	NA	NA	NA	NA	0	Top2
YLR329W	headon	10000	786441	787333	NA	NA	NA	NA	NA	0	Top2
YLR330W	headon	10000	787663	789679	chr12	789534	790731	1197	3.9622954739776	145	Top2
YLR331C	codirectional	10000	790668	791046	chr12	789534	790731	1197	3.9622954739776	63	Top2
YLR332W	headon	10000	790675	791806	chr12	789534	790731	1197	3.9622954739776	56	Top2
YLR333C	headon	10000	795572	795899	NA	NA	NA	NA	NA	0	Top2
YLR334C	headon	10000	796697	797078	NA	NA	NA	NA	NA	0	Top2
YLR335W	codirectional	10000	797429	799592	chr12	797326	797541	215	1.75290018411755	112	Top2
YLR336C	headon	10000	799696	802396	NA	NA	NA	NA	NA	0	Top2
YLR337C	headon	10000	802652	805106	chr12	805071	805498	427	3.37906107297469	35	Top2
YLL029W	headon	10000	81460	83710	chr12	80069	87269	7200	8.68473471462487	2250	Top2
YLL028W	headon	10000	84803	86564	chr12	80069	87269	7200	8.68473471462487	1761	Top2
YLL027W	headon	10000	87402	88155	NA	NA	NA	NA	NA	0	Top2
YLL026W	headon	10000	88622	91349	chr12	90795	91036	241	1.4831717171959	241	Top2
YLR410W	headon	10000	937540	940981	NA	NA	NA	NA	NA	0	Top2
YLR410W-A	headon	10000	941482	942799	chr12	941542	941899	357	1.69912919648592	357	Top2
YLR411W	headon	10000	947252	947978	chr12	947028	947556	528	2.52985335546407	304	Top2
YLR411W	headon	10000	947252	947978	chr12	947953	948705	752	3.38272214231974	25	Top2
YLL025W	codirectional	10000	94746	95121	chr12	91850	99192	7342	4.88069309319651	375	Top2
YLR412W	codirectional	10000	948367	949192	chr12	947953	948705	752	3.38272214231974	338	Top2
YLR412C-A	headon	10000	950266	950473	chr12	949382	951987	2605	4.99039013765844	207	Top2
YLR413W	codirectional	10000	951155	953183	chr12	949382	951987	2605	4.99039013765844	832	Top2
YLR413W	codirectional	10000	951155	953183	chr12	952341	955766	3425	4.69263491980529	842	Top2
YLR414C	headon	10000	953352	954144	chr12	952341	955766	3425	4.69263491980529	792	Top2
YLR415C	headon	10000	954258	954597	chr12	952341	955766	3425	4.69263491980529	339	Top2
YLR416C	headon	10000	954490	954889	chr12	952341	955766	3425	4.69263491980529	399	Top2
YLR417W	codirectional	10000	955009	956710	chr12	952341	955766	3425	4.69263491980529	757	Top2
YLL024C	headon	10000	95565	97485	chr12	91850	99192	7342	4.88069309319651	1920	Top2
YLR418C	headon	10000	956913	958095	NA	NA	NA	NA	NA	0	Top2
YLL023C	headon	10000	97996	98836	chr12	91850	99192	7342	4.88069309319651	840	Top2
YLL022C	headon	10000	99043	100201	chr12	91850	99192	7342	4.88069309319651	149	Top2
YML082W	codirectional	10000	101861	103811	chr13	100733	102716	1983	8.81847881270963	855	Top2
YML081C-A	headon	10000	103982	104162	NA	NA	NA	NA	NA	0	Top2
YML072C	codirectional	10000	124729	129367	chr13	128807	130111	1304	6.85274105522517	560	Top2
YML071C	codirectional	10000	129748	131572	chr13	128807	130111	1304	6.85274105522517	363	Top2
YML071C	codirectional	10000	129748	131572	chr13	131421	131936	515	2.61674963686778	151	Top2
YML070W	headon	10000	133474	135229	chr13	132617	133852	1235	5.34682432986304	378	Top2
YML070W	headon	10000	133474	135229	chr13	134907	135645	738	2.06328465812623	322	Top2
YML069W	headon	10000	135499	137158	chr13	134907	135645	738	2.06328465812623	146	Top2
YML069W	headon	10000	135499	137158	chr13	136142	137883	1741	2.75313250651786	1016	Top2
YML068W	codirectional	10000	137549	138944	chr13	136142	137883	1741	2.75313250651786	334	Top2
YML067C	headon	10000	139062	140214	chr13	140208	140430	222	1.73131726108806	6	Top2
YML066C	headon	10000	140423	141533	chr13	140208	140430	222	1.73131726108806	7	Top2
YML065W	codirectional	10000	142209	144954	NA	NA	NA	NA	NA	0	Top2
YML064C	headon	10000	145138	145876	NA	NA	NA	NA	NA	0	Top2
YML063W	codirectional	10000	146481	147249	chr13	146090	147596	1506	3.4248569765912	768	Top2
YML061C	codirectional	10000	148952	151532	NA	NA	NA	NA	NA	0	Top2
YML060W	headon	10000	151870	153001	NA	NA	NA	NA	NA	0	Top2
YML059C	codirectional	10000	153218	158258	NA	NA	NA	NA	NA	0	Top2
YML058W-A	headon	10000	158759	158966	chr13	158785	160448	1663	4.0872394488446	181	Top2
YML058W	codirectional	10000	159382	159697	chr13	158785	160448	1663	4.0872394488446	315	Top2
YML057C-A	headon	10000	160022	160412	chr13	158785	160448	1663	4.0872394488446	390	Top2
YML057W	codirectional	10000	160179	161994	chr13	158785	160448	1663	4.0872394488446	269	Top2
YML057W	codirectional	10000	160179	161994	chr13	161967	163640	1673	2.80080556645059	27	Top2
YML056C	headon	10000	162193	164176	chr13	161967	163640	1673	2.80080556645059	1447	Top2
YML056C	headon	10000	162193	164176	chr13	163968	164898	930	3.57175804270052	208	Top2
YML055W	codirectional	10000	164789	165326	chr13	163968	164898	930	3.57175804270052	109	Top2
YML054C	headon	10000	165532	167308	chr13	167079	168116	1037	3.45637852614903	229	Top2
YML054C-A	headon	10000	167622	167781	chr13	167079	168116	1037	3.45637852614903	159	Top2
YML050W	headon	10000	173138	174074	NA	NA	NA	NA	NA	0	Top2
YML049C	codirectional	10000	174219	178305	chr13	178214	178351	137	1.66447097866174	91	Top2
YML048W	headon	10000	178425	179637	NA	NA	NA	NA	NA	0	Top2
YML047W-A	headon	10000	179892	180258	NA	NA	NA	NA	NA	0	Top2
YML047C	codirectional	10000	180016	181075	NA	NA	NA	NA	NA	0	Top2
YML046W	headon	10000	181473	183363	NA	NA	NA	NA	NA	0	Top2
YML045W-A	codirectional	10000	184460	185783	chr13	184507	185083	576	1.64486965468539	576	Top2
YML043C	headon	10000	190243	191767	NA	NA	NA	NA	NA	0	Top2
YML042W	codirectional	10000	192787	194800	chr13	192108	193297	1189	4.06661962072081	510	Top2
YML124C	codirectional	10000	22047	23683	chr13	23569	27287	3718	5.44683360557979	114	Top2
YML123C	codirectional	10000	24036	25800	chr13	23569	27287	3718	5.44683360557979	1764	Top2
YML007C-A	codirectional	10000	253161	253272	chr13	251040	254169	3129	5.45079397278597	111	Top2
YML007W	headon	10000	253847	255800	chr13	251040	254169	3129	5.45079397278597	322	Top2
YML006C	codirectional	10000	256091	258416	NA	NA	NA	NA	NA	0	Top2
YML005W	headon	10000	260220	261609	chr13	260250	260548	298	1.86525031721621	298	Top2
YML005W	headon	10000	260220	261609	chr13	261080	264070	2990	5.64986502464115	529	Top2
YML122C	codirectional	10000	26037	26418	chr13	23569	27287	3718	5.44683360557979	381	Top2
YML004C	codirectional	10000	261704	262685	chr13	261080	264070	2990	5.64986502464115	981	Top2
YML003W	codirectional	10000	263482	264355	chr13	261080	264070	2990	5.64986502464115	588	Top2
YML002W	codirectional	10000	264540	266754	chr13	266504	267808	1304	3.73625494436885	250	Top2
YML001W	codirectional	10000	267173	267800	chr13	266504	267808	1304	3.73625494436885	627	Top2
YMR001C	headon	10000	269018	271136	chr13	268877	269352	475	1.69348201659696	334	Top2
YMR001C	headon	10000	269018	271136	chr13	271107	274413	3306	6.00461603901045	29	Top2
YML121W	headon	10000	26929	27862	chr13	23569	27287	3718	5.44683360557979	358	Top2
YMR001C-A	headon	10000	271346	271577	chr13	271107	274413	3306	6.00461603901045	231	Top2
YMR002W	codirectional	10000	272192	272663	chr13	271107	274413	3306	6.00461603901045	471	Top2
YMR003W	codirectional	10000	273117	273714	chr13	271107	274413	3306	6.00461603901045	597	Top2
YMR005W	headon	10000	276044	277211	NA	NA	NA	NA	NA	0	Top2
YMR006C	codirectional	10000	277560	279681	chr13	279489	280945	1456	5.29640512936617	192	Top2
YMR007W	headon	10000	279959	280340	chr13	279489	280945	1456	5.29640512936617	381	Top2
YMR008C	codirectional	10000	280589	282584	chr13	279489	280945	1456	5.29640512936617	356	Top2
YMR008C	codirectional	10000	280589	282584	chr13	282540	284669	2129	5.165748524565	44	Top2
YML120C	codirectional	10000	28265	29807	chr13	28141	28430	289	1.49063219723233	165	Top2
YML120C	codirectional	10000	28265	29807	chr13	29206	30409	1203	2.95267834999322	601	Top2
YMR009W	headon	10000	284101	284641	chr13	282540	284669	2129	5.165748524565	540	Top2
YMR010W	headon	10000	285099	286317	chr13	285185	285335	150	1.48497235433896	150	Top2
YMR010W	headon	10000	285099	286317	chr13	285693	288307	2614	4.79602062756284	624	Top2
YMR011W	codirectional	10000	288078	289704	chr13	285693	288307	2614	4.79602062756284	229	Top2
YMR012W	codirectional	10000	291133	294967	NA	NA	NA	NA	NA	0	Top2
YMR013C	headon	10000	295178	296738	chr13	296513	298951	2438	5.43228087126669	225	Top2
YMR013C-A	headon	10000	296470	296620	chr13	296513	298951	2438	5.43228087126669	107	Top2
YML119W	headon	10000	30610	31684	chr13	30829	30944	115	1.40723577745609	115	Top2
YML119W	headon	10000	30610	31684	chr13	31389	34384	2995	3.53486028690482	295	Top2
YML118W	codirectional	10000	32333	33851	chr13	31389	34384	2995	3.53486028690482	1518	Top2
YML117W	codirectional	10000	34242	37647	chr13	31389	34384	2995	3.53486028690482	142	Top2
YML117W	codirectional	10000	34242	37647	chr13	37487	38156	669	2.00653346031356	160	Top2
YMR046C	codirectional	10000	361304	362627	chr13	361562	363563	2001	4.35629953889163	1065	Top2
YMR046W-A	headon	10000	362701	362830	chr13	361562	363563	2001	4.35629953889163	129	Top2
YMR047C	codirectional	10000	363363	366705	chr13	361562	363563	2001	4.35629953889163	200	Top2
YMR048W	headon	10000	366980	367934	NA	NA	NA	NA	NA	0	Top2
YMR049C	codirectional	10000	368093	370517	chr13	369852	371645	1793	5.76799395460212	665	Top2
YML116W-A	codirectional	10000	37471	37774	chr13	37487	38156	669	2.00653346031356	287	Top2
YMR051C	headon	10000	377002	378325	NA	NA	NA	NA	NA	0	Top2
YMR052W	codirectional	10000	379585	380200	NA	NA	NA	NA	NA	0	Top2
YMR052C-A	headon	10000	380068	380434	NA	NA	NA	NA	NA	0	Top2
YMR053C	headon	10000	380345	382898	NA	NA	NA	NA	NA	0	Top2
YML116W	codirectional	10000	38195	39824	chr13	39258	40303	1045	3.39465980398413	566	Top2
YML115C	headon	10000	40186	41794	chr13	39258	40303	1045	3.39465980398413	117	Top2
YMR078C	codirectional	10000	422502	424728	NA	NA	NA	NA	NA	0	Top2
YMR079W	headon	10000	424988	426059	NA	NA	NA	NA	NA	0	Top2
YMR080C	codirectional	10000	426711	429627	NA	NA	NA	NA	NA	0	Top2
YMR081C	codirectional	10000	430078	431095	NA	NA	NA	NA	NA	0	Top2
YMR082C	codirectional	10000	431768	432125	chr13	431360	432387	1027	5.43602635139182	357	Top2
YMR083W	codirectional	10000	434787	435915	chr13	433228	435067	1839	7.42688570775839	280	Top2
YMR083W	codirectional	10000	434787	435915	chr13	435582	436520	938	3.44745859251275	333	Top2
YMR084W	codirectional	10000	436627	437416	NA	NA	NA	NA	NA	0	Top2
YMR085W	codirectional	10000	437490	438789	chr13	438596	439734	1138	3.03728012459647	193	Top2
YMR086W	codirectional	10000	439207	442090	chr13	438596	439734	1138	3.03728012459647	527	Top2
YMR086C-A	headon	10000	442025	442364	chr13	442170	442714	544	1.90022479381823	194	Top2
YMR087W	codirectional	10000	442526	443381	chr13	442170	442714	544	1.90022479381823	188	Top2
YMR111C	codirectional	10000	492403	493792	NA	NA	NA	NA	NA	0	Top2
YMR112C	codirectional	10000	494099	494495	NA	NA	NA	NA	NA	0	Top2
YMR113W	headon	10000	494998	496282	NA	NA	NA	NA	NA	0	Top2
YMR114C	codirectional	10000	496342	497449	NA	NA	NA	NA	NA	0	Top2
YMR115W	headon	10000	497703	499209	NA	NA	NA	NA	NA	0	Top2
YMR116C	codirectional	10000	499455	500688	chr13	499252	501338	2086	3.44210145874846	1233	Top2
YMR117C	codirectional	10000	501249	501891	chr13	499252	501338	2086	3.44210145874846	89	Top2
YMR117C	codirectional	10000	501249	501891	chr13	501700	502249	549	3.49081152225949	191	Top2
YMR118C	codirectional	10000	502143	502734	chr13	501700	502249	549	3.49081152225949	106	Top2
YMR119W	codirectional	10000	505332	507207	chr13	504607	505460	853	5.7515979835127	128	Top2
YMR119W-A	codirectional	10000	506995	507370	NA	NA	NA	NA	NA	0	Top2
YMR120C	headon	10000	507501	509280	NA	NA	NA	NA	NA	0	Top2
YMR121C	headon	10000	509733	510348	chr13	509376	511592	2216	7.05538823606275	615	Top2
YMR122C	headon	10000	510700	511075	chr13	509376	511592	2216	7.05538823606275	375	Top2
YMR122W-A	codirectional	10000	511314	511569	chr13	509376	511592	2216	7.05538823606275	255	Top2
YMR123W	codirectional	10000	513592	513961	chr13	512142	514729	2587	6.15121268486762	369	Top2
YMR128W	headon	10000	523695	527499	NA	NA	NA	NA	NA	0	Top2
YMR129W	headon	10000	527803	531817	chr13	531645	531713	68	1.57535284092963	68	Top2
YMR130W	headon	10000	532118	533027	NA	NA	NA	NA	NA	0	Top2
YMR131C	codirectional	10000	533162	534698	chr13	534646	534879	233	1.40869348948532	52	Top2
YMR132C	codirectional	10000	534943	535570	NA	NA	NA	NA	NA	0	Top2
YMR133W	codirectional	10000	536206	537609	chr13	536239	536565	326	1.99385351070157	326	Top2
YMR133W	codirectional	10000	536206	537609	chr13	536903	537616	713	2.54161230776677	706	Top2
YMR134W	codirectional	10000	537837	538551	NA	NA	NA	NA	NA	0	Top2
YMR135C	headon	10000	538688	540056	chr13	539671	541406	1735	6.12313535285683	385	Top2
YMR135W-A	codirectional	10000	539910	540444	chr13	539671	541406	1735	6.12313535285683	534	Top2
YMR136W	codirectional	10000	541198	542881	chr13	539671	541406	1735	6.12313535285683	208	Top2
YMR139W	headon	10000	546124	547237	chr13	545245	546503	1258	4.12161651812973	379	Top2
YMR140W	headon	10000	547713	549183	chr13	547358	547837	479	1.77463720282936	124	Top2
YMR141C	codirectional	10000	549735	550044	NA	NA	NA	NA	NA	0	Top2
YMR142C	codirectional	10000	550205	551207	chr13	551066	552018	952	3.10130876793898	141	Top2
YMR141W-A	headon	10000	550910	551135	chr13	551066	552018	952	3.10130876793898	69	Top2
YMR143W	headon	10000	551927	552903	chr13	551066	552018	952	3.10130876793898	91	Top2
YMR144W	headon	10000	553361	554390	NA	NA	NA	NA	NA	0	Top2
YMR145C	headon	10000	554792	556475	chr13	554847	555044	197	1.99582414542942	197	Top2
YMR145C	headon	10000	554792	556475	chr13	556177	561197	5020	6.13615398624546	298	Top2
YMR146C	headon	10000	557480	558524	chr13	556177	561197	5020	6.13615398624546	1044	Top2
YMR147W	codirectional	10000	559198	559870	chr13	556177	561197	5020	6.13615398624546	672	Top2
YMR148W	codirectional	10000	560365	560812	chr13	556177	561197	5020	6.13615398624546	447	Top2
YMR149W	codirectional	10000	560995	561856	chr13	556177	561197	5020	6.13615398624546	202	Top2
YMR150C	headon	10000	561955	562528	NA	NA	NA	NA	NA	0	Top2
YMR151W	codirectional	10000	562505	562943	NA	NA	NA	NA	NA	0	Top2
YMR152W	codirectional	10000	563095	564193	chr13	563930	564729	799	3.50012706711911	263	Top2
YMR153W	codirectional	10000	564434	565862	chr13	563930	564729	799	3.50012706711911	295	Top2
YMR170C	codirectional	10000	601561	603082	NA	NA	NA	NA	NA	0	Top2
YMR171C	codirectional	10000	603867	605520	NA	NA	NA	NA	NA	0	Top2
YMR172W	headon	10000	605980	608140	NA	NA	NA	NA	NA	0	Top2
YMR172C-A	codirectional	10000	607827	608211	chr13	608156	608930	774	4.76825769962245	55	Top2
YMR173W	headon	10000	608688	609981	chr13	608156	608930	774	4.76825769962245	242	Top2
YMR173W	headon	10000	608688	609981	chr13	609969	612037	2068	3.67366896988514	12	Top2
YMR173W-A	headon	10000	608896	610081	chr13	608156	608930	774	4.76825769962245	34	Top2
YMR173W-A	headon	10000	608896	610081	chr13	609969	612037	2068	3.67366896988514	112	Top2
YMR174C	codirectional	10000	610158	610365	chr13	609969	612037	2068	3.67366896988514	207	Top2
YMR175W	headon	10000	611015	611255	chr13	609969	612037	2068	3.67366896988514	240	Top2
YMR176W	codirectional	10000	611739	615975	chr13	609969	612037	2068	3.67366896988514	298	Top2
YMR176W	codirectional	10000	611739	615975	chr13	615868	616384	516	1.78708496882184	107	Top2
YMR177W	codirectional	10000	616565	618098	NA	NA	NA	NA	NA	0	Top2
YMR178W	codirectional	10000	618478	619303	NA	NA	NA	NA	NA	0	Top2
YMR179W	codirectional	10000	619857	622134	NA	NA	NA	NA	NA	0	Top2
YML103C	codirectional	10000	62581	67549	chr13	67475	68736	1261	4.87113957731754	74	Top2
YMR189W	headon	10000	637499	640604	NA	NA	NA	NA	NA	0	Top2
YMR190C	codirectional	10000	640914	645258	NA	NA	NA	NA	NA	0	Top2
YMR191W	headon	10000	645655	646777	chr13	645292	645782	490	3.35362254016696	127	Top2
YMR192W	headon	10000	647117	649280	chr13	647082	647265	183	1.52532397749216	148	Top2
YMR192W	headon	10000	647117	649280	chr13	649112	650261	1149	3.61199583238443	168	Top2
YMR193W	codirectional	10000	650035	650812	chr13	649112	650261	1149	3.61199583238443	226	Top2
YMR193W	codirectional	10000	650035	650812	chr13	650731	650771	40	1.42844486541348	40	Top2
YMR193C-A	headon	10000	651071	651458	NA	NA	NA	NA	NA	0	Top2
YMR194W	codirectional	10000	651144	651910	chr13	651506	654758	3252	8.20210926541809	404	Top2
YMR194C-B	headon	10000	652593	652887	chr13	651506	654758	3252	8.20210926541809	294	Top2
YMR194C-A	headon	10000	652911	653136	chr13	651506	654758	3252	8.20210926541809	225	Top2
YMR195W	codirectional	10000	654033	654417	chr13	651506	654758	3252	8.20210926541809	384	Top2
YMR196W	codirectional	10000	655075	658342	chr13	655620	656484	864	2.74314445721261	864	Top2
YMR197C	headon	10000	658544	659198	NA	NA	NA	NA	NA	0	Top2
YML102W	headon	10000	68293	69700	chr13	67475	68736	1261	4.87113957731754	443	Top2
YML102W	headon	10000	68293	69700	chr13	69075	70892	1817	6.19868662619567	625	Top2
YML101C-A	codirectional	10000	69408	69726	chr13	69075	70892	1817	6.19868662619567	318	Top2
YML101C	codirectional	10000	69734	70088	chr13	69075	70892	1817	6.19868662619567	354	Top2
YML100W-A	headon	10000	70137	70311	chr13	69075	70892	1817	6.19868662619567	174	Top2
YML100W	headon	10000	70623	73920	chr13	69075	70892	1817	6.19868662619567	269	Top2
YML099W-A	codirectional	10000	74228	74558	NA	NA	NA	NA	NA	0	Top2
YML099C	headon	10000	74397	77040	NA	NA	NA	NA	NA	0	Top2
YML098W	codirectional	10000	77266	77770	NA	NA	NA	NA	NA	0	Top2
YML097C	headon	10000	78334	79690	chr13	79207	80118	911	4.86282433282054	483	Top2
YML096W	codirectional	10000	79908	81486	chr13	79207	80118	911	4.86282433282054	210	Top2
YMR270C	codirectional	10000	805325	806423	NA	NA	NA	NA	NA	0	Top2
YMR271C	codirectional	10000	806864	807548	chr13	807286	808447	1161	3.06873214175539	262	Top2
YMR272C	codirectional	10000	809622	810777	chr13	810479	811086	607	1.64764728529394	298	Top2
YMR272W-A	headon	10000	810465	810579	chr13	810479	811086	607	1.64764728529394	100	Top2
YMR272W-B	headon	10000	811088	811196	NA	NA	NA	NA	NA	0	Top2
YMR273C	codirectional	10000	811232	813980	chr13	813644	815239	1595	2.62321290201147	336	Top2
YMR274C	codirectional	10000	814363	815311	chr13	813644	815239	1595	2.62321290201147	876	Top2
YML095C	headon	10000	81480	82113	NA	NA	NA	NA	NA	0	Top2
YMR275C	headon	10000	815650	818581	chr13	815782	817445	1663	2.99828353980156	1663	Top2
YMR275C	headon	10000	815650	818581	chr13	818554	818716	162	1.6865295770839	27	Top2
YMR276W	codirectional	10000	818826	819948	NA	NA	NA	NA	NA	0	Top2
YMR277W	codirectional	10000	820255	822454	NA	NA	NA	NA	NA	0	Top2
YML094C-A	headon	10000	82218	82620	NA	NA	NA	NA	NA	0	Top2
YML094W	codirectional	10000	82274	82849	NA	NA	NA	NA	NA	0	Top2
YMR278W	codirectional	10000	822762	824631	NA	NA	NA	NA	NA	0	Top2
YMR279C	headon	10000	824728	826351	NA	NA	NA	NA	NA	0	Top2
YML092C	codirectional	10000	85986	86739	NA	NA	NA	NA	NA	0	Top2
YML091C	codirectional	10000	87122	90731	NA	NA	NA	NA	NA	0	Top2
YMR307W	headon	10000	887002	888682	chr13	886040	887056	1016	4.28017756436216	54	Top2
YMR307W	headon	10000	887002	888682	chr13	887792	888938	1146	3.01609846328048	890	Top2
YMR307C-A	codirectional	10000	887730	887925	chr13	887792	888938	1146	3.01609846328048	133	Top2
YMR308C	codirectional	10000	888951	892221	NA	NA	NA	NA	NA	0	Top2
YMR309C	codirectional	10000	892987	895426	NA	NA	NA	NA	NA	0	Top2
YMR310C	codirectional	10000	895715	896669	NA	NA	NA	NA	NA	0	Top2
YMR311C	codirectional	10000	896913	897603	chr13	897152	899261	2109	3.13094625909638	451	Top2
YMR312W	codirectional	10000	898404	899226	chr13	897152	899261	2109	3.13094625909638	822	Top2
YMR313C	headon	10000	899378	901307	NA	NA	NA	NA	NA	0	Top2
YMR314W	codirectional	10000	901708	902413	chr13	901962	903299	1337	4.1256429999019	451	Top2
YMR315W	codirectional	10000	902799	903849	chr13	901962	903299	1337	4.1256429999019	500	Top2
