gchr	fend	sstart	tag	fgeneid	sgeneid	len1	len2	id	distance	cdis
chr7	586052	586391	Convergent	YGR046W	YGR047C	1158	3078	p2140	339	251-500
chr8	281155	281494	Codirectional+	YHR087W	YHR088W	336	888	p2532	339	251-500
chr13	784281	784620	Codirectional-	YMR258C	YMR259C	1662	4263	p4486	339	251-500
chr13	815311	815650	Codirectional-	YMR274C	YMR275C	948	2931	p4503	339	251-500
chr15	397086	397425	Codirectional-	YOR034C	YOR034C-A	2250	243	p5160	339	251-500
chr15	528601	528940	Codirectional+	YOR109W	YOR110W	3324	1308	p5229	339	251-500
chr16	568996	569335	Codirectional-	YPR006C	YPR007C	1728	2043	p5784	339	251-500
chr16	919041	919380	Divergent	YPR190C	YPR191W	1965	1107	p5959	339	251-500
chr4	245582	245922	Divergent	YDL121C	YDL120W	450	525	p804	340	251-500
chr4	643837	644177	Codirectional-	YDR097C	YDR098C	3729	858	p1008	340	251-500
chr7	719924	720264	Convergent	YGR113W	YGR114C	1032	390	p2205	340	251-500
chr12	1026515	1026855	Convergent	YLR446W	YLR447C	1302	1038	p4070	340	251-500
chr13	646777	647117	Codirectional+	YMR191W	YMR192W	1122	2163	p4415	340	251-500
chr14	450530	450870	Codirectional+	YNL093W	YNL092W	663	1203	p4785	340	251-500
chr15	401214	401554	Codirectional+	YOR036W	YOR037W	867	1101	p5163	340	251-500
chr16	458458	458798	Divergent	YPL053C	YPL052W	1341	880	p5727	340	251-500
chr16	868304	868644	Codirectional-	YPR162C	YPR163C	1590	1311	p5932	340	251-500
chr4	841995	842336	Divergent	YDR190C	YDR191W	1392	1113	p1099	341	251-500
chr4	958339	958680	Codirectional-	YDR248C	YDR249C	582	1122	p1155	341	251-500
chr4	1009834	1010175	Codirectional+	YDR272W	YDR273W	825	1098	p1179	341	251-500
chr4	1436588	1436929	Codirectional+	YDR493W	YDR494W	372	1086	p1392	341	251-500
chr5	548079	548420	Codirectional+	YER178W	YER179W	1263	1097	p1707	341	251-500
chr10	555572	555913	Codirectional+	YJR063W	YJR064W	378	1689	p3155	341	251-500
chr11	320673	321014	Convergent	YKL064W	YKL063C	2910	504	p3403	341	251-500
chr14	750008	750349	Codirectional-	YNR064C	YNR065C	873	3351	p4940	341	251-500
chr15	162014	162355	Divergent	YOL085C	YOL084W	342	2976	p5038	341	251-500
chr16	797709	798050	Codirectional+	YPR133W-A	YPR134W	153	807	p5901	341	251-500
chr2	553200	553542	Codirectional-	YBR156C	YBR157C	2097	768	p369	342	251-500
chr4	687884	688226	Codirectional+	YDR118W-A	YDR119W	117	2307	p1028	342	251-500
chr4	812850	813192	Convergent	YDR174W	YDR175C	741	960	p1082	342	251-500
chr4	1021664	1022006	Convergent	YDR280W	YDR281C	918	315	p1187	342	251-500
chr4	1435874	1436216	Codirectional+	YDR492W	YDR493W	951	372	p1391	342	251-500
chr6	51007	51349	Codirectional+	YFL041W	YFL040W	1869	1623	p1747	342	251-500
chr7	494174	494516	Divergent	YGL003C	YGL002W	1701	651	p2092	342	251-500
chr8	387445	387787	Convergent	YHR143W-A	YHR144C	213	939	p2591	342	251-500
chr10	641664	642006	Codirectional+	YJR116W	YJR117W	840	1362	p3203	342	251-500
chr11	178172	178514	Codirectional+	YKL143W	YKL142W	1392	660	p3326	342	251-500
chr11	426952	427294	Convergent	YKL009W	YKL008C	711	1257	p3458	342	251-500
chr12	17613	17955	Divergent	YLL062C	YLL061W	975	1752	p3576	342	251-500
chr15	502452	502794	Divergent	YOR093C	YOR094W	4947	552	p5215	342	251-500
chr16	548143	548485	Codirectional+	YPL006W	YPL005W	3513	1821	p5772	342	251-500
chr2	774356	774699	Codirectional+	YBR285W	YBR286W	435	1614	p499	343	251-500
chr8	374310	374653	Codirectional-	YHR135C	YHR136C	1617	447	p2581	343	251-500
chr11	556174	556517	Codirectional+	YKR059W	YKR060W	1188	825	p3522	343	251-500
chr12	504247	504590	Codirectional+	YLR173W	YLR174W	1827	1239	p3814	343	251-500
chr12	523288	523631	Codirectional+	YLR185W	YLR186W	626	759	p3826	343	251-500
chr12	853718	854061	Codirectional+	YLR363W-A	YLR364W	258	330	p3991	343	251-500
chr15	265085	265428	Codirectional+	YOL033W	YOL032W	1611	741	p5087	343	251-500
chr4	624721	625065	Convergent	YDR089W	YDR090C	2610	933	p1002	344	251-500
chr4	712995	713339	Convergent	YDR128W	YDR129C	3447	2040	p1039	344	251-500
chr10	587373	587717	Divergent	YJR088C	YJR089W	879	2865	p3174	344	251-500
chr12	5775	6119	Convergent	YLL066W-B	YLL066C	171	3717	p3571	344	251-500
chr14	397678	398022	Convergent	YNL123W	YNL122C	2994	348	p4758	344	251-500
chr14	625829	626173	Codirectional-	YNL003C	YNL002C	855	969	p4874	344	251-500
chr4	194225	194570	Convergent	YDL146W	YDL145C	1476	3606	p777	345	251-500
chr4	340282	340627	Convergent	YDL062W	YDL061C	426	171	p858	345	251-500
chr4	579112	579457	Codirectional+	YDR063W	YDR064W	450	995	p975	345	251-500
chr5	332830	333175	Codirectional-	YER087C-B	YER088C	249	2013	p1615	345	251-500
chr7	579130	579475	Codirectional+	YGR041W	YGR042W	1644	816	p2135	345	251-500
chr9	334536	334881	Codirectional+	YIL011W	YIL010W	810	648	p2836	345	251-500
chr10	360903	361248	Codirectional+	YJL043W	YJL042W	774	4197	p3064	345	251-500
chr10	497009	497354	Codirectional+	YJR034W	YJR035W	327	3258	p3128	345	251-500
chr10	554849	555194	Divergent	YJR062C	YJR063W	1374	378	p3154	345	251-500
chr16	153149	153494	Divergent	YPL212C	YPL211W	1635	546	p5572	345	251-500
chr16	675631	675976	Codirectional-	YPR060C	YPR061C	771	906	p5834	345	251-500
chr1	158619	158965	Divergent	YAR007C	YAR008W	1866	828	p74	346	251-500
chr4	521469	521815	Codirectional+	YDR034W-B	YDR035W	156	1113	p948	346	251-500
chr7	751047	751393	Convergent	YGR129W	YGR130C	648	2451	p2221	346	251-500
chr7	910085	910431	Codirectional+	YGR205W	YGR206W	873	306	p2298	346	251-500
chr8	83721	84067	Codirectional-	YHL010C	YHL009C	1758	993	p2424	346	251-500
chr16	797210	797556	Divergent	YPR133C	YPR133W-A	1233	153	p5900	346	251-500
chr2	177526	177873	Codirectional-	YBL023C	YBL022C	2607	3402	p189	347	251-500
chr2	575996	576343	Codirectional-	YBR169C	YBR170C	2082	1743	p383	347	251-500
chr3	58678	59025	Divergent	YCL037C	YCL036W	1305	1701	p545	347	251-500
chr7	314283	314630	Codirectional+	YGL100W	YGL099W	1050	1923	p2000	347	251-500
chr8	81616	81963	Codirectional-	YHL011C	YHL010C	963	1758	p2423	347	251-500
chr8	136533	136880	Convergent	YHR015W	YHR016C	1980	1575	p2451	347	251-500
chr9	117644	117991	Divergent	YIL127C	YIL126W	621	4080	p2721	347	251-500
chr10	440646	440993	Convergent	YJR002W	YJR003C	1782	1560	p3100	347	251-500
chr11	393373	393720	Divergent	YKL023C-A	YKL023W	228	834	p3442	347	251-500
chr11	532202	532549	Convergent	YKR051W	YKR052C	1257	915	p3514	347	251-500
chr12	254958	255305	Codirectional+	YLR056W	YLR057W	1098	2550	p3688	347	251-500
chr12	416658	417005	Divergent	YLR136C	YLR137W	858	1104	p3765	347	251-500
chr15	246802	247149	Codirectional+	YOL045W	YOL044W	3306	1152	p5076	347	251-500
chr4	306577	306925	Convergent	YDL084W	YDL083C	1341	864	p839	348	251-500
chr7	41149	41497	Codirectional+	YGL245W	YGL244W	2127	1677	p1867	348	251-500
chr7	640371	640719	Divergent	YGR078C	YGR079W	600	1113	p2169	348	251-500
chr13	21699	22047	Codirectional-	YML125C	YML124C	939	1636	p4096	348	251-500
chr15	389422	389770	Convergent	YOR031W	YOR032C	210	1305	p5156	348	251-500
chr2	559728	560077	Codirectional+	YBR159W	YBR160W	1044	897	p372	349	251-500
chr3	259961	260310	Convergent	YCR083W	YCR084C	384	2142	p653	349	251-500
chr4	547628	547977	Convergent	YDR044W	YDR045C	987	333	p958	349	251-500
chr5	319552	319901	Convergent	YER079W	YER079C-A	633	339	p1606	349	251-500
chr6	55986	56335	Divergent	YFL038C	YFL037W	621	1374	p1750	349	251-500
chr10	136773	137122	Divergent	YJL151C	YJL150W	402	303	p2959	349	251-500
chr13	277211	277560	Convergent	YMR005W	YMR006C	1167	2121	p4225	349	251-500
chr13	583921	584270	Codirectional-	YMR162C	YMR163C	4971	2118	p4384	349	251-500
chr1	208016	208366	Codirectional+	YAR050W	YAR053W	4614	297	p92	350	251-500
chr2	66818	67168	Convergent	YBL085W	YBL084C	2943	2277	p130	350	251-500
chr3	94270	94620	Codirectional-	YCL017C	YCL016C	1494	1143	p563	350	251-500
chr4	17226	17576	Convergent	YDL244W	YDL243C	1023	990	p684	350	251-500
chr4	1296686	1297036	Codirectional-	YDR414C	YDR415C	1089	1125	p1322	350	251-500
chr5	551122	551472	Codirectional-	YER180C-A	YER181C	258	324	p1710	350	251-500
chr8	490396	490746	Codirectional+	YHR194W	YHR195W	1740	966	p2644	350	251-500
chr9	414679	415029	Codirectional-	YIR031C	YIR032C	1665	588	p2882	350	251-500
chr10	161563	161913	Codirectional+	YJL133W	YJL132W	945	2253	p2976	350	251-500
chr11	53353	53703	Codirectional+	YKL205W	YKL204W	3303	1899	p3269	350	251-500
chr13	523345	523695	Divergent	YMR127C	YMR128W	1017	3804	p4349	350	251-500
chr15	250916	251266	Convergent	YOL042W	YOL041C	1092	1380	p5079	350	251-500
chr15	677840	678190	Convergent	YOR181W	YOR182C	1902	603	p5298	350	251-500
chr15	756125	756475	Convergent	YOR220W	YOR221C	798	1083	p5334	350	251-500
chr16	835212	835562	Convergent	YPR154W	YPR155C	648	1851	p5920	350	251-500
chr2	714455	714806	Codirectional-	YBR247C	YBR248C	1452	1659	p462	351	251-500
chr4	1349938	1350289	Divergent	YDR443C	YDR444W	4263	2064	p1346	351	251-500
chr8	443476	443827	Codirectional+	YHR169W	YHR170W	1296	1557	p2617	351	251-500
chr10	431237	431588	Convergent	YJL005W	YJL004C	6081	612	p3094	351	251-500
chr11	173861	174212	Codirectional+	YKL146W	YKL145W	2079	1404	p3323	351	251-500
chr12	797078	797429	Divergent	YLR334C	YLR335W	381	2163	p3964	351	251-500
chr14	271171	271522	Codirectional-	YNL196C	YNL195C	897	786	p4688	351	251-500
chr16	824338	824689	Convergent	YPR145W	YPR145C-A	1719	237	p5912	351	251-500
chr2	614173	614525	Codirectional-	YBR196C-A	YBR196C-B	150	105	p410	352	251-500
chr4	45918	46270	Codirectional-	YDL228C	YDL227C	642	1761	p700	352	251-500
chr6	223973	224325	Codirectional-	YFR032C-B	YFR033C	264	444	p1824	352	251-500
chr10	582255	582607	Codirectional-	YJR082C	YJR083C	342	930	p3170	352	251-500
chr12	560444	560796	Convergent	YLR208W	YLR209C	894	936	p3847	352	251-500
chr13	510348	510700	Codirectional-	YMR121C	YMR122C	615	375	p4342	352	251-500
chr15	60030	60382	Convergent	YOL140W	YOL139C	1272	642	p4982	352	251-500
chr16	410090	410442	Divergent	YPL077C	YPL076W	723	843	p5704	352	251-500
chr2	581372	581725	Codirectional-	YBR172C	YBR173C	2223	447	p386	353	251-500
chr2	611882	612235	Codirectional-	YBR195C	YBR196C	1269	1665	p408	353	251-500
chr4	1090079	1090432	Codirectional-	YDR313C	YDR314C	861	2079	p1219	353	251-500
chr6	13951	14304	Convergent	YFL058W	YFL057C	1023	459	p1730	353	251-500
chr7	377255	377608	Codirectional+	YGL067W	YGL066W	1155	1974	p2030	353	251-500
chr7	389711	390064	Divergent	YGL061C	YGL060W	744	1926	p2036	353	251-500
chr8	36025	36378	Codirectional-	YHL033C	YHL032C	771	2130	p2400	353	251-500
chr11	235787	236140	Codirectional+	YKL108W	YKL107W	1362	930	p3356	353	251-500
chr13	23683	24036	Codirectional-	YML124C	YML123C	1636	1764	p4097	353	251-500
chr13	422149	422502	Codirectional-	YMR077C	YMR078C	666	2226	p4297	353	251-500
chr14	624621	624974	Convergent	YNL004W	YNL003C	1707	855	p4873	353	251-500
chr15	624375	624728	Codirectional+	YOR153W	YOR154W	4536	1764	p5270	353	251-500
chr15	744181	744534	Convergent	YOR212W	YOR213C	1272	747	p5327	353	251-500
chr15	789857	790210	Codirectional-	YOR242C	YOR243C	1116	2031	p5354	353	251-500
chr4	238664	239018	Codirectional-	YDL126C	YDL125C	2508	588	p799	354	251-500
chr7	355472	355826	Codirectional+	YGL083W	YGL082W	2415	1146	p2017	354	251-500
chr7	425007	425361	Convergent	YGL039W	YGL038C	1047	1443	p2055	354	251-500
chr10	450665	451019	Codirectional+	YJR006W	YJR007W	1464	915	p3105	354	251-500
chr11	471339	471693	Convergent	YKR016W	YKR017C	1623	1656	p3482	354	251-500
chr12	527945	528299	Codirectional+	YLR187W	YLR188W	3081	2088	p3828	354	251-500
chr4	718460	718815	Codirectional-	YDR131C	YDR132C	1671	1488	p1042	355	251-500
chr7	131169	131524	Codirectional+	YGL196W	YGL195W	1287	8019	p1911	355	251-500
chr7	897146	897501	Codirectional+	YGR198W	YGR199W	2454	2280	p2290	355	251-500
chr10	442553	442908	Codirectional-	YJR003C	YJR004C	1560	1953	p3101	355	251-500
chr11	387206	387561	Codirectional+	YKL028W	YKL027W	1449	1344	p3437	355	251-500
chr12	306499	306854	Convergent	YLR086W	YLR087C	4257	8877	p3716	355	251-500
chr13	676837	677192	Convergent	YMR206W	YMR207C	942	6372	p4432	355	251-500
chr1	164187	164543	Codirectional-	YAR009C	YAR010C	3591	1323	p76	356	251-500
chr4	478758	479114	Codirectional-	YDR016C	YDR017C	285	3153	p927	356	251-500
chr4	1262967	1263323	Codirectional+	YDR394W	YDR395W	1287	2835	p1305	356	251-500
chr7	589469	589825	Divergent	YGR047C	YGR048W	3078	1086	p2141	356	251-500
chr7	1019241	1019597	Codirectional-	YGR263C	YGR264C	1275	2256	p2352	356	251-500
chr11	389883	390239	Codirectional-	YKL026C	YKL025C	504	2040	p3439	356	251-500
chr11	549091	549447	Codirectional+	YKR055W	YKR056W	876	1920	p3518	356	251-500
chr12	196472	196828	Codirectional-	YLR026C	YLR027C	1023	1257	p3658	356	251-500
chr12	475976	476332	Convergent	YLR157W-D	YLR157C-B	213	5269	p3795	356	251-500
chr12	780786	781142	Convergent	YLR324W	YLR325C	1572	237	p3955	356	251-500
chr13	772558	772914	Codirectional+	YMR250W	YMR251W	1758	1101	p4477	356	251-500
chr13	793369	793725	Divergent	YMR261C	YMR262W	3165	942	p4489	356	251-500
chr14	247104	247460	Divergent	YNL213C	YNL212W	645	2349	p4675	356	251-500
chr16	73006	73362	Codirectional-	YPL253C	YPL252C	1944	519	p5532	356	251-500
chr16	897004	897360	Convergent	YPR180W	YPR181C	1044	2307	p5949	356	251-500
chr2	652998	653355	Codirectional+	YBR214W	YBR215W	1584	1962	p430	357	251-500
chr2	760899	761256	Codirectional+	YBR278W	YBR279W	606	1338	p492	357	251-500
chr4	43707	44064	Codirectional+	YDL230W	YDL229W	1008	1842	p699	357	251-500
chr7	1075925	1076282	Convergent	YGR290W	YGR291C	444	222	p2376	357	251-500
chr9	187632	187989	Codirectional-	YIL094C	YIL093C	1116	795	p2755	357	251-500
chr16	79353	79710	Codirectional-	YPL249C	YPL248C	2685	2646	p5536	357	251-500
chr2	369678	370036	Codirectional-	YBR065C	YBR066C	1095	663	p278	358	251-500
chr3	92418	92776	Convergent	YCL018W	YCL017C	1095	1494	p562	358	251-500
chr4	373608	373966	Codirectional-	YDL045C	YDL044C	921	1323	p875	358	251-500
chr4	400638	400996	Convergent	YDL029W	YDL028C	1299	2295	p887	358	251-500
chr4	589402	589760	Codirectional-	YDR071C	YDR072C	576	1584	p983	358	251-500
chr4	1410094	1410452	Codirectional-	YDR475C	YDR476C	2631	675	p1375	358	251-500
chr9	255867	256225	Convergent	YIL053W	YIL052C	753	838	p2792	358	251-500
chr12	468958	469316	Codirectional-	YLR154C-H	YLR155C	132	1089	p3790	358	251-500
chr12	472610	472968	Codirectional-	YLR156C-A	YLR157C	132	1089	p3793	358	251-500
chr12	482190	482548	Codirectional-	YLR157C-C	YLR158C	132	1089	p3798	358	251-500
chr12	485842	486200	Codirectional-	YLR159C-A	YLR160C	132	1089	p3801	358	251-500
chr14	76587	76945	Codirectional+	YNL296W	YNL295W	315	1575	p4596	358	251-500
chr14	317671	318029	Codirectional-	YNL169C	YNL168C	1503	780	p4710	358	251-500
chr14	529583	529941	Codirectional+	YNL054W	YNL053W	3498	1470	p4824	358	251-500
chr15	47574	47932	Codirectional-	YOL148C	YOL147C	1815	711	p4974	358	251-500
chr15	798315	798673	Convergent	YOR248W	YOR249C	303	2058	p5359	358	251-500
chr16	175864	176222	Codirectional+	YPL196W	YPL195W	822	2799	p5587	358	251-500
chr4	258555	258914	Divergent	YDL113C	YDL112W	1923	4311	p811	359	251-500
chr4	486444	486803	Divergent	YDR020C	YDR021W	699	1200	p931	359	251-500
chr4	610081	610440	Divergent	YDR081C	YDR082W	2778	1485	p994	359	251-500
chr4	957398	957757	Convergent	YDR247W	YDR248C	1386	582	p1154	359	251-500
chr8	151306	151665	Divergent	YHR022C-A	YHR023W	90	5787	p2459	359	251-500
chr9	394557	394916	Divergent	YIR020C	YIR020W-A	303	243	p2869	359	251-500
chr10	187644	188003	Codirectional-	YJL124C	YJL123C	519	1437	p2987	359	251-500
chr10	294885	295244	Codirectional+	YJL077W-A	YJL076W	87	3570	p3030	359	251-500
chr12	538432	538791	Convergent	YLR191W	YLR192C	1161	798	p3832	359	251-500
chr13	212155	212514	Convergent	YML034W	YML032C	2631	1416	p4186	359	251-500
chr16	481068	481427	Convergent	YPL038W	YPL037C	534	474	p5742	359	251-500
chr4	1150520	1150880	Divergent	YDR339C	YDR340W	570	303	p1247	360	251-500
chr5	464842	465202	Codirectional-	YER147C	YER147C-A	1875	411	p1676	360	251-500
chr8	129120	129480	Codirectional+	YHR011W	YHR012W	1341	968	p2447	360	251-500
chr9	80149	80509	Convergent	YIL144W	YIL143C	2076	2532	p2704	360	251-500
chr9	287429	287789	Convergent	YIL036W	YIL035C	1764	1119	p2810	360	251-500
chr15	816931	817291	Divergent	YOR261C	YOR262W	1017	1044	p5372	360	251-500
chr2	13879	14240	Codirectional-	YBL106C	YBL105C	3033	3456	p109	361	251-500
chr2	501442	501803	Codirectional-	YBR132C	YBR133C	1791	2484	p346	361	251-500
chr2	505306	505667	Codirectional+	YBR135W	YBR136W	453	7107	p348	361	251-500
chr4	1490234	1490595	Codirectional+	YDR525W	YDR525W-A	330	240	p1422	361	251-500
chr7	729671	730032	Codirectional-	YGR119C	YGR120C	1626	789	p2209	361	251-500
chr7	830153	830514	Codirectional+	YGR165W	YGR166W	1038	1683	p2258	361	251-500
chr8	183704	184065	Codirectional+	YHR037W	YHR038W	1728	693	p2475	361	251-500
chr10	106072	106433	Codirectional+	YJL167W	YJL166W	1059	285	p2943	361	251-500
chr15	844630	844991	Codirectional-	YOR279C	YOR280C	933	801	p5388	361	251-500
chr16	633761	634122	Codirectional+	YPR031W	YPR032W	2247	3102	p5811	361	251-500
chr2	400890	401252	Codirectional-	YBR080C	YBR081C	2277	3999	p294	362	251-500
chr4	1116763	1117125	Divergent	YDR324C	YDR325W	2331	3108	p1233	362	251-500
chr4	1224394	1224756	Divergent	YDR374C	YDR374W-A	921	270	p1282	362	251-500
chr7	557786	558148	Convergent	YGR035W-A	YGR036C	222	720	p2128	362	251-500
chr7	615965	616327	Codirectional-	YGR061C	YGR062C	4077	951	p2155	362	251-500
chr8	470576	470938	Convergent	YHR182W	YHR182C-A	2358	474	p2632	362	251-500
chr12	455070	455432	Codirectional+	YLR154W-C	YLR154W-E	375	204	p3786	362	251-500
chr13	39824	40186	Convergent	YML116W	YML115C	1629	1608	p4105	362	251-500
chr14	206567	206929	Codirectional+	YNL237W	YNL236W	1380	2925	p4654	362	251-500
chr15	1036471	1036833	Divergent	YOR372C	YOR373W	1665	2556	p5478	362	251-500
chr16	551657	552019	Divergent	YPL004C	YPL003W	1026	1389	p5774	362	251-500
chr3	211507	211870	Convergent	YCR047W-A	YCR049C	207	447	p626	363	251-500
chr5	217693	218056	Convergent	YER032W	YER033C	2631	3231	p1551	363	251-500
chr7	667825	668188	Codirectional+	YGR091W	YGR092W	1485	1719	p2182	363	251-500
chr8	186809	187172	Codirectional-	YHR039C	YHR039C-A	1935	507	p2477	363	251-500
chr12	541573	541936	Codirectional-	YLR194C	YLR195C	765	1368	p3835	363	251-500
chr14	601774	602137	Codirectional-	YNL018C	YNL017C	1839	339	p4860	363	251-500
chr15	729644	730007	Convergent	YOR206W	YOR207C	2133	3450	p5321	363	251-500
chr16	326264	326627	Divergent	YPL119C	YPL118W	1854	1035	p5663	363	251-500
chr2	336818	337182	Codirectional-	YBR049C	YBR050C	2433	1017	p262	364	251-500
chr2	583355	583719	Codirectional+	YBR175W	YBR176W	948	939	p388	364	251-500
chr4	683581	683945	Codirectional-	YDR116C	YDR117C	858	1698	p1026	364	251-500
chr4	1249821	1250185	Divergent	YDR387C	YDR388W	1668	1449	p1298	364	251-500
chr4	1311675	1312039	Codirectional+	YDR420W	YDR421W	5409	2853	p1327	364	251-500
chr11	159091	159455	Codirectional-	YKL156C-A	YKL155C	117	1887	p3315	364	251-500
chr12	642262	642626	Codirectional+	YLR252W	YLR253W	306	1710	p3886	364	251-500
chr16	384408	384772	Convergent	YPL087W	YPL086C	954	1674	p5694	364	251-500
chr2	124759	125124	Divergent	YBL051C	YBL050W	2007	995	p159	365	251-500
chr3	65568	65933	Codirectional-	YCL031C	YCL030C	894	2400	p551	365	251-500
chr4	104551	104916	Codirectional-	YDL198C	YDL197C	903	1578	p729	365	251-500
chr7	361859	362224	Codirectional-	YGL078C	YGL077C	1572	1692	p2022	365	251-500
chr7	718527	718892	Codirectional+	YGR112W	YGR113W	1170	1032	p2204	365	251-500
chr7	1007305	1007670	Codirectional-	YGR257C	YGR258C	1101	3096	p2347	365	251-500
chr10	604203	604568	Codirectional-	YJR093C	YJR094C	984	1083	p3179	365	251-500
chr11	535281	535646	Codirectional-	YKR053C	YKR054C	1215	12279	p3516	365	251-500
chr12	153977	154342	Codirectional-	YLR001C	YLR002C	2589	1992	p3633	365	251-500
chr12	323178	323543	Codirectional+	YLR091W	YLR092W	882	2682	p3721	365	251-500
chr13	789839	790204	Codirectional-	YMR260C	YMR261C	462	3165	p4488	365	251-500
chr15	222902	223267	Codirectional+	YOL057W	YOL056W	2136	912	p5065	365	251-500
chr15	579793	580158	Convergent	YOR134W	YOR135C	1230	342	p5253	365	251-500
chr16	135424	135789	Codirectional+	YPL221W	YPL220W	2382	654	p5563	365	251-500
chr16	251668	252033	Codirectional-	YPL159C	YPL158C	762	2277	p5623	365	251-500
chr2	296002	296368	Codirectional-	YBR028C	YBR029C	1578	1374	p241	366	251-500
chr4	886865	887231	Codirectional+	YDR211W	YDR212W	2139	1680	p1119	366	251-500
chr5	115800	116166	Codirectional+	YEL022W	YEL021W	4380	804	p1495	366	251-500
chr7	210049	210415	Codirectional+	YGL157W	YGL156W	1044	3252	p1948	366	251-500
chr7	593229	593595	Divergent	YGR051C	YGR052W	324	1110	p2145	366	251-500
chr8	268092	268458	Convergent	YHR081W	YHR082C	555	3090	p2525	366	251-500
chr11	425875	426241	Divergent	YKL010C	YKL009W	4452	711	p3457	366	251-500
chr11	554620	554986	Codirectional+	YKR058W	YKR059W	1851	1188	p3521	366	251-500
chr13	390732	391098	Codirectional+	YMR058W	YMR059W	1911	387	p4278	366	251-500
chr14	190957	191323	Codirectional+	YNL243W	YNL242W	2907	4779	p4648	366	251-500
chr16	194145	194511	Convergent	YPL187W	YPL186C	498	915	p5597	366	251-500
chr4	715379	715746	Codirectional-	YDR129C	YDR130C	2040	876	p1040	367	251-500
chr4	1383443	1383810	Divergent	YDR459C	YDR460W	1125	966	p1360	367	251-500
chr7	948997	949364	Codirectional+	YGR227W	YGR228W	1578	345	p2318	367	251-500
chr2	444693	445061	Codirectional-	YBR101C	YBR102C	873	2262	p314	368	251-500
chr4	363583	363951	Divergent	YDL052C	YDL051W	912	828	p868	368	251-500
chr5	330207	330575	Codirectional+	YER086W	YER087W	1731	1731	p1613	368	251-500
chr7	255294	255662	Codirectional+	YGL135W	YGL134W	654	1302	p1968	368	251-500
chr7	854895	855263	Codirectional-	YGR179C	YGR180C	1221	1038	p2273	368	251-500
chr10	459426	459794	Codirectional-	YJR011C	YJR012C	786	624	p3111	368	251-500
chr12	556419	556787	Codirectional+	YLR206W	YLR207W	1842	2502	p3845	368	251-500
chr12	820142	820510	Codirectional+	YLR344W	YLR345W	831	1530	p3973	368	251-500
chr13	568182	568550	Divergent	YMR154C	YMR155W	2184	1644	p4375	368	251-500
chr14	112902	113270	Codirectional+	YNL279W	YNL278W	1986	3183	p4614	368	251-500
chr2	161329	161698	Codirectional+	YBL032W	YBL031W	1146	1017	p179	369	251-500
chr2	186474	186843	Codirectional-	YBL018C	YBL017C	477	4740	p194	369	251-500
chr2	366600	366969	Codirectional-	YBR062C	YBR063C	625	1215	p276	369	251-500
chr4	657980	658349	Divergent	YDR102C	YDR103W	333	2754	p1014	369	251-500
chr7	248124	248493	Convergent	YGL139W	YGL138C	2409	1038	p1964	369	251-500
chr8	394085	394454	Convergent	YHR148W	YHR149C	552	2205	p2596	369	251-500
chr8	417179	417548	Divergent	YHR158C	YHR159W	3495	1515	p2606	369	251-500
chr9	364519	364888	Codirectional+	YIR004W	YIR005W	1299	447	p2852	369	251-500
chr10	612043	612412	Codirectional+	YJR096W	YJR097W	849	519	p3183	369	251-500
chr11	220974	221343	Convergent	YKL117W	YKL116C	651	1557	p3349	369	251-500
chr14	748766	749135	Convergent	YNR063W	YNR064C	1824	873	p4939	369	251-500
chr15	958832	959201	Codirectional-	YOR339C	YOR340C	471	981	p5447	369	251-500
chr16	222773	223142	Divergent	YPL174C	YPL173W	2607	894	p5609	369	251-500
chr2	256741	257111	Convergent	YBR010W	YBR011C	411	864	p222	370	251-500
chr3	160373	160743	Codirectional-	YCR023C	YCR024C	1836	1479	p602	370	251-500
chr8	241293	241663	Codirectional+	YHR072W	YHR072W-A	2196	177	p2513	370	251-500
chr15	441163	441533	Divergent	YOR060C	YOR061W	774	1020	p5184	370	251-500
chr15	569558	569928	Codirectional-	YOR129C	YOR130C	2682	879	p5248	370	251-500
chr4	929098	929469	Convergent	YDR232W	YDR233C	1647	888	p1139	371	251-500
chr10	357928	358299	Convergent	YJL045W	YJL044C	1905	1377	p3062	371	251-500
chr13	315005	315376	Codirectional+	YMR019W	YMR020W	2850	1527	p4240	371	251-500
chr13	469476	469847	Codirectional-	YMR101C	YMR102C	1032	2505	p4321	371	251-500
chr14	147840	148211	Divergent	YNL263C	YNL262W	945	6669	p4629	371	251-500
chr15	413480	413851	Codirectional+	YOR044W	YOR045W	474	186	p5170	371	251-500
chr2	642210	642582	Divergent	YBR208C	YBR209W	5508	318	p424	372	251-500
chr6	123106	123478	Codirectional+	YFL008W	YFL007W	3678	6432	p1781	372	251-500
chr9	304104	304476	Codirectional-	YIL027C	YIL026C	426	3453	p2819	372	251-500
chr10	73414	73786	Divergent	YJL192C	YJL191W	705	825	p2922	372	251-500
chr11	130261	130633	Codirectional+	YKL171W	YKL170W	2787	417	p3300	372	251-500
chr11	432720	433092	Convergent	YKL006W	YKL005C	815	1785	p3462	372	251-500
chr12	566281	566653	Codirectional-	YLR212C	YLR213C	1422	1269	p3851	372	251-500
chr12	845730	846102	Codirectional+	YLR359W	YLR360W	1449	1320	p3986	372	251-500
chr15	957989	958361	Convergent	YOR338W	YOR339C	1092	471	p5446	372	251-500
chr16	304014	304386	Codirectional+	YPL131W	YPL130W	894	672	p5650	372	251-500
