gchr	gstart	gend	gname	collision	collisiontype	DistanceGroup
chr5	437951	438344	YER135C	codirectional5000	codirectional	5000
chr5	439615	440971	YER136W	codirectional5000	codirectional	5000
chr5	441372	441819	YER137C	headon5000	headon	5000
chr5	441574	441880	YER137W-A	codirectional5000	codirectional	5000
chr5	443755	449024	YER138C	headon5000	headon	5000
chr5	4463	5114	YEL076C	headon5000	headon	5000
chr5	4869	5481	YEL075W-A	codirectional5000	codirectional	5000
chr5	496801	498124	YER159C-A	codirectional5000	codirectional	5000
chr5	499346	500348	YER161C	headon5000	headon	5000
chr5	500629	502894	YER162C	headon5000	headon	5000
chr5	503083	503782	YER163C	headon5000	headon	5000
chr5	5344	5713	YEL075C	headon5000	headon	5000
chr5	53900	56102	YEL053C	codirectional5000	codirectional	5000
chr5	56570	58100	YEL052W	headon5000	headon	5000
chr5	566229	566655	YER187W	headon5000	headon	5000
chr5	568039	568759	YER188W	headon5000	headon	5000
chr5	569607	569907	YER188C-A	headon5000	headon	5000
chr5	571154	571523	YER189W	codirectional5000	codirectional	5000
chr5	571479	576525	YER190W	codirectional5000	codirectional	5000
chr5	58377	59148	YEL051W	headon5000	headon	5000
chr5	59548	59740	YEL050W-A	codirectional5000	codirectional	5000
chr5	59669	60851	YEL050C	headon5000	headon	5000
chr5	6125	6464	YEL074W	codirectional5000	codirectional	5000
chr5	629	1112	YEL077W-A	headon5000	headon	5000
chr5	63727	64090	YEL049W	codirectional5000	codirectional	5000
chr5	7229	7553	YEL073C	headon5000	headon	5000
chr5	86936	89852	YEL032W	headon5000	headon	5000
chr5	90257	93905	YEL031W	headon5000	headon	5000
chr5	94582	94897	YEL030C-A	headon5000	headon	5000
chr5	94643	96578	YEL030W	codirectional5000	codirectional	5000
chr5	96857	97796	YEL029C	headon5000	headon	5000
chr5	98667	99129	YEL028W	codirectional5000	codirectional	5000
chr6	100251	100605	YFL019C	codirectional5000	codirectional	5000
chr6	101627	103127	YFL018C	codirectional5000	codirectional	5000
chr6	103698	103932	YFL017W-A	headon5000	headon	5000
chr6	103982	104462	YFL017C	codirectional5000	codirectional	5000
chr6	104700	106236	YFL016C	headon5000	headon	5000
chr6	106414	106732	YFL015W-A	codirectional5000	codirectional	5000
chr6	106468	106963	YFL015C	headon5000	headon	5000
chr6	107255	107585	YFL014W	codirectional5000	codirectional	5000
chr6	107798	108602	YFL013W-A	codirectional5000	codirectional	5000
chr6	107851	109930	YFL013C	headon5000	headon	5000
chr6	112344	113985	YFL011W	headon5000	headon	5000
chr6	114989	115274	YFL010W-A	headon5000	headon	5000
chr6	115107	115743	YFL010C	codirectional5000	codirectional	5000
chr6	116144	118484	YFL009W	headon5000	headon	5000
chr6	119428	123106	YFL008W	codirectional5000	codirectional	5000
chr6	123478	129910	YFL007W	codirectional5000	codirectional	5000
chr6	131809	134296	YFL004W	headon5000	headon	5000
chr6	138203	139520	YFL002W-B	codirectional5000	codirectional	5000
chr6	162487	164746	YFR009W	headon5000	headon	5000
chr6	163874	164132	YFR009W-A	headon5000	headon	5000
chr6	165066	166566	YFR010W	headon5000	headon	5000
chr6	166727	166916	YFR010W-A	headon5000	headon	5000
chr6	166745	167258	YFR011C	codirectional5000	codirectional	5000
chr6	167887	168496	YFR012W	codirectional5000	codirectional	5000
chr6	169223	169310	YFR012W-A	codirectional5000	codirectional	5000
chr6	169921	172285	YFR013W	codirectional5000	codirectional	5000
chr6	172536	173877	YFR014C	headon5000	headon	5000
chr6	194811	196314	YFR021W	headon5000	headon	5000
chr6	196832	199034	YFR022W	headon5000	headon	5000
chr6	199873	201709	YFR023W	codirectional5000	codirectional	5000
chr6	201959	203433	YFR024C-A	headon5000	headon	5000
chr6	203742	204750	YFR025C	headon5000	headon	5000
chr6	99230	99599	YFL020C	codirectional5000	codirectional	5000
chr7	157905	159096	YGL181W	headon5000	headon	5000
chr7	160064	162758	YGL180W	headon5000	headon	5000
chr7	163408	165091	YGL179C	headon5000	headon	5000
chr7	167351	170571	YGL178W	codirectional5000	codirectional	5000
chr7	167558	167906	YGL177W	codirectional5000	codirectional	5000
chr7	199209	200142	YGL161C	codirectional5000	codirectional	5000
chr7	200560	202273	YGL160W	headon5000	headon	5000
chr7	202720	203833	YGL159W	headon5000	headon	5000
chr7	207032	208571	YGL158W	codirectional5000	codirectional	5000
chr7	209005	210049	YGL157W	codirectional5000	codirectional	5000
chr7	280776	281157	YGL121C	codirectional5000	codirectional	5000
chr7	281633	283937	YGL120C	codirectional5000	codirectional	5000
chr7	284441	285947	YGL119W	headon5000	headon	5000
chr7	288013	288451	YGL118C	headon5000	headon	5000
chr7	288511	289309	YGL117W	codirectional5000	codirectional	5000
chr7	289808	291641	YGL116W	codirectional5000	codirectional	5000
chr7	383653	384766	YGL063W	headon5000	headon	5000
chr7	384501	384651	YGL063C-A	codirectional5000	codirectional	5000
chr7	385195	388732	YGL062W	headon5000	headon	5000
chr7	388967	389711	YGL061C	headon5000	headon	5000
chr7	390064	391990	YGL060W	codirectional5000	codirectional	5000
chr7	392222	393698	YGL059W	codirectional5000	codirectional	5000
chr7	416145	417036	YGL044C	codirectional5000	codirectional	5000
chr7	417482	418412	YGL043W	headon5000	headon	5000
chr7	418287	418593	YGL042C	codirectional5000	codirectional	5000
chr7	418703	418886	YGL041C-B	codirectional5000	codirectional	5000
chr7	418824	419289	YGL041W-A	headon5000	headon	5000
chr7	419021	419225	YGL041C	codirectional5000	codirectional	5000
chr7	419526	420555	YGL040C	codirectional5000	codirectional	5000
chr7	423960	425007	YGL039W	codirectional5000	codirectional	5000
chr7	425361	426804	YGL038C	headon5000	headon	5000
chr7	479909	482666	YGL008C	codirectional5000	codirectional	5000
chr7	482940	483027	YGL007C-A	codirectional5000	codirectional	5000
chr7	483259	483637	YGL007W	headon5000	headon	5000
chr7	485422	485533	YGL006W-A	codirectional5000	codirectional	5000
chr7	485920	489442	YGL006W	codirectional5000	codirectional	5000
chr7	489707	490547	YGL005C	headon5000	headon	5000
chr7	502937	504326	YGR004W	headon5000	headon	5000
chr7	504656	505859	YGR005C	codirectional5000	codirectional	5000
chr7	506069	506825	YGR006W	headon5000	headon	5000
chr7	506968	507940	YGR007W	headon5000	headon	5000
chr7	508109	508364	YGR008C	codirectional5000	codirectional	5000
chr7	509046	511002	YGR009C	headon5000	headon	5000
chr7	511544	512732	YGR010W	codirectional5000	codirectional	5000
chr7	512496	512823	YGR011W	codirectional5000	codirectional	5000
chr7	513158	514340	YGR012W	codirectional5000	codirectional	5000
chr7	574887	575199	YGR039W	codirectional5000	codirectional	5000
chr7	575397	576504	YGR040W	codirectional5000	codirectional	5000
chr7	577486	579130	YGR041W	codirectional5000	codirectional	5000
chr7	579475	580291	YGR042W	codirectional5000	codirectional	5000
chr7	654633	656322	YGR088W	headon5000	headon	5000
chr7	656959	659770	YGR089W	headon5000	headon	5000
chr7	662357	666071	YGR090W	codirectional5000	codirectional	5000
chr7	707609	712254	YGR109W-B	headon5000	headon	5000
chr7	713708	715046	YGR110W	headon5000	headon	5000
chr7	715827	717030	YGR111W	codirectional5000	codirectional	5000
chr7	717357	718527	YGR112W	codirectional5000	codirectional	5000
chr7	718892	719924	YGR113W	codirectional5000	codirectional	5000
chr7	720264	720654	YGR114C	headon5000	headon	5000
chr7	720371	721151	YGR115C	headon5000	headon	5000
chr7	720408	724764	YGR116W	codirectional5000	codirectional	5000
chr7	772453	773686	YGR142W	headon5000	headon	5000
chr7	775192	777508	YGR143W	headon5000	headon	5000
chr7	780398	781379	YGR144W	codirectional5000	codirectional	5000
chr7	781766	783890	YGR145W	codirectional5000	codirectional	5000
chr7	829115	830153	YGR165W	headon5000	headon	5000
chr7	830514	832197	YGR166W	headon5000	headon	5000
chr7	832455	833157	YGR167W	headon5000	headon	5000
chr7	833351	834482	YGR168C	codirectional5000	codirectional	5000
chr7	834688	835903	YGR169C	headon5000	headon	5000
chr7	836386	836665	YGR169C-A	headon5000	headon	5000
chr7	837141	840558	YGR170W	codirectional5000	codirectional	5000
chr7	882811	883810	YGR192C	codirectional5000	codirectional	5000
chr7	884508	885741	YGR193C	codirectional5000	codirectional	5000
chr7	886072	887875	YGR194C	codirectional5000	codirectional	5000
chr7	888881	889622	YGR195W	codirectional5000	codirectional	5000
chr7	889732	892186	YGR196C	headon5000	headon	5000
chr7	892496	894140	YGR197C	headon5000	headon	5000
chr8	106054	107368	YHR001W	headon5000	headon	5000
chr8	107825	108122	YHR001W-A	headon5000	headon	5000
chr8	108811	109885	YHR002W	headon5000	headon	5000
chr8	110027	111317	YHR003C	codirectional5000	codirectional	5000
chr8	111753	113094	YHR004C	headon5000	headon	5000
chr8	113498	114917	YHR005C	headon5000	headon	5000
chr8	115619	115901	YHR005C-A	headon5000	headon	5000
chr8	127779	129120	YHR011W	headon5000	headon	5000
chr8	129480	130448	YHR012W	headon5000	headon	5000
chr8	130729	131446	YHR013C	codirectional5000	codirectional	5000
chr8	132046	132922	YHR014W	headon5000	headon	5000
chr8	134553	136533	YHR015W	codirectional5000	codirectional	5000
chr8	136880	138455	YHR016C	headon5000	headon	5000
chr8	290912	292625	YHR094C	codirectional5000	codirectional	5000
chr8	292942	293437	YHR095W	headon5000	headon	5000
chr8	294668	296447	YHR096C	codirectional5000	codirectional	5000
chr8	297384	298609	YHR097C	headon5000	headon	5000
chr8	299144	301934	YHR098C	headon5000	headon	5000
chr8	442180	443476	YHR169W	headon5000	headon	5000
chr8	443827	445384	YHR170W	headon5000	headon	5000
chr8	445712	447605	YHR171W	headon5000	headon	5000
chr8	448334	450806	YHR172W	codirectional5000	codirectional	5000
chr8	450814	451153	YHR173C	headon5000	headon	5000
chr8	451326	452640	YHR174W	codirectional5000	codirectional	5000
chr8	59122	62563	YHL023C	codirectional5000	codirectional	5000
chr8	62960	64157	YHL022C	codirectional5000	codirectional	5000
chr8	64461	65859	YHL021C	headon5000	headon	5000
chr8	66241	67456	YHL020C	headon5000	headon	5000
chr8	67710	68304	YHL019W-A	codirectional5000	codirectional	5000
chr8	67730	69548	YHL019C	headon5000	headon	5000
chr8	85908	91318	YHL009W-B	headon5000	headon	5000
chr8	92626	94510	YHL008C	codirectional5000	codirectional	5000
chr8	95117	97937	YHL007C	headon5000	headon	5000
chr8	97731	98085	YHL006W-A	codirectional5000	codirectional	5000
chr8	98342	98795	YHL006C	headon5000	headon	5000
chr8	98827	99220	YHL005C	headon5000	headon	5000
chr8	99218	100403	YHL004W	codirectional5000	codirectional	5000
chr9	100780	102235	YIL131C	codirectional5000	codirectional	5000
chr9	102781	105676	YIL130W	headon5000	headon	5000
chr9	106106	113237	YIL129C	headon5000	headon	5000
chr9	169981	171505	YIL104C	codirectional5000	codirectional	5000
chr9	171750	173028	YIL103W	headon5000	headon	5000
chr9	173364	173592	YIL102C-A	codirectional5000	codirectional	5000
chr9	174581	174887	YIL102C	codirectional5000	codirectional	5000
chr9	175306	177250	YIL101C	headon5000	headon	5000
chr9	177342	177681	YIL100C-A	headon5000	headon	5000
chr9	177372	177726	YIL100W	codirectional5000	codirectional	5000
chr9	178003	179653	YIL099W	codirectional5000	codirectional	5000
chr9	179771	180239	YIL098C	headon5000	headon	5000
chr9	205634	210132	YIL082W-A	headon5000	headon	5000
chr9	210922	212005	YIL079C	codirectional5000	codirectional	5000
chr9	212498	214703	YIL078W	headon5000	headon	5000
chr9	214990	215953	YIL077C	headon5000	headon	5000
chr9	216657	217548	YIL076W	codirectional5000	codirectional	5000
chr9	217862	220700	YIL075C	headon5000	headon	5000
chr9	241942	242716	YIL064W	headon5000	headon	5000
chr9	242760	243744	YIL063C	codirectional5000	codirectional	5000
chr9	243997	244462	YIL062C	codirectional5000	codirectional	5000
chr9	244656	245559	YIL061C	codirectional5000	codirectional	5000
chr9	246391	246826	YIL060W	headon5000	headon	5000
chr9	246549	246915	YIL059C	codirectional5000	codirectional	5000
chr9	246913	247198	YIL058W	headon5000	headon	5000
chr9	247901	248396	YIL057C	headon5000	headon	5000
chr9	249990	251913	YIL056W	codirectional5000	codirectional	5000
chr9	252041	253925	YIL055C	headon5000	headon	5000
chr9	304476	307929	YIL026C	codirectional5000	codirectional	5000
chr9	308200	308575	YIL025C	codirectional5000	codirectional	5000
chr9	308601	309171	YIL024C	codirectional5000	codirectional	5000
chr9	309385	310426	YIL023C	codirectional5000	codirectional	5000
chr9	311164	312460	YIL022W	codirectional5000	codirectional	5000
chr9	312904	313861	YIL021W	codirectional5000	codirectional	5000
chr9	313198	313468	YIL021C-A	headon5000	headon	5000
chr9	313712	314051	YIL020C-A	headon5000	headon	5000
chr9	314034	314820	YIL020C	headon5000	headon	5000
chr9	315092	316133	YIL019W	codirectional5000	codirectional	5000
chr9	339343	341428	YIL009W	headon5000	headon	5000
chr9	342535	342835	YIL008W	codirectional5000	codirectional	5000
chr9	342993	343656	YIL007C	headon5000	headon	5000
chr9	344061	345183	YIL006W	codirectional5000	codirectional	5000
chr9	345691	347797	YIL005W	codirectional5000	codirectional	5000
chr9	350590	353431	YIL002C	codirectional5000	codirectional	5000
chr9	353939	355481	YIL001W	headon5000	headon	5000
chr9	356142	356895	YIR001C	codirectional5000	codirectional	5000
chr9	357414	360396	YIR002C	headon5000	headon	5000
chr9	360884	362924	YIR003W	codirectional5000	codirectional	5000
chr9	406259	407642	YIR027C	codirectional5000	codirectional	5000
chr9	408467	410375	YIR028W	headon5000	headon	5000
chr9	410806	411838	YIR029W	headon5000	headon	5000
chr9	412035	412770	YIR030C	headon5000	headon	5000
chr9	412898	413282	YIR030W-A	codirectional5000	codirectional	5000
chr9	413014	414679	YIR031C	headon5000	headon	5000
chr9	415029	415617	YIR032C	headon5000	headon	5000
chr9	416123	419465	YIR033W	codirectional5000	codirectional	5000
chr9	68707	69528	YIL148W	headon5000	headon	5000
chr9	69790	73453	YIL147C	codirectional5000	codirectional	5000
chr9	74183	75773	YIL146C	headon5000	headon	5000
chr9	76353	77283	YIL145C	headon5000	headon	5000
chr9	78073	80149	YIL144W	codirectional5000	codirectional	5000
chr1	10090	10399	YAL066W	codirectional10000	codirectional	10000
chr1	113613	114615	YAL020C	codirectional10000	codirectional	10000
chr1	114249	114819	YAL019W-A	headon10000	headon	10000
chr1	114918	118314	YAL019W	headon10000	headon	10000
chr1	118563	119541	YAL018C	codirectional10000	codirectional	10000
chr1	120224	124295	YAL017W	headon10000	headon	10000
chr1	124754	125069	YAL016C-A	headon10000	headon	10000
chr1	124878	126786	YAL016W	codirectional10000	codirectional	10000
chr1	126902	128102	YAL015C	headon10000	headon	10000
chr1	128251	129019	YAL014C	headon10000	headon	10000
chr1	129269	130487	YAL013W	codirectional10000	codirectional	10000
chr1	130798	131983	YAL012W	codirectional10000	codirectional	10000
chr1	132198	134076	YAL011W	codirectional10000	codirectional	10000
chr1	134183	135665	YAL010C	headon10000	headon	10000
chr1	136913	137510	YAL008W	headon10000	headon	10000
chr1	137697	138345	YAL007C	codirectional10000	codirectional	10000
chr1	139502	141431	YAL005C	codirectional10000	codirectional	10000
chr1	140759	141407	YAL004W	headon10000	headon	10000
chr1	142173	143160	YAL003W	headon10000	headon	10000
chr1	158965	159793	YAR008W	headon10000	headon	10000
chr1	160596	164187	YAR009C	headon10000	headon	10000
chr1	164543	165866	YAR010C	headon10000	headon	10000
chr1	170395	171703	YAR018C	codirectional10000	codirectional	10000
chr1	172210	175135	YAR019C	codirectional10000	codirectional	10000
chr1	174997	175330	YAR019W-A	headon10000	headon	10000
chr1	176855	177023	YAR020C	headon10000	headon	10000
chr1	179280	179820	YAR023C	headon10000	headon	10000
chr1	1806	2169	YAL068C	headon10000	headon	10000
chr1	183769	184477	YAR027W	codirectional10000	codirectional	10000
chr1	184891	185596	YAR028W	codirectional10000	codirectional	10000
chr1	2479	2707	YAL067W-A	codirectional10000	codirectional	10000
chr1	334	649	YAL069W	headon10000	headon	10000
chr1	537	792	YAL068W-A	headon10000	headon	10000
chr1	7234	9016	YAL067C	headon10000	headon	10000
chr10	101149	101779	YJL170C	headon10000	headon	10000
chr10	102098	102467	YJL169W	codirectional10000	codirectional	10000
chr10	102226	104428	YJL168C	headon10000	headon	10000
chr10	105013	106072	YJL167W	codirectional10000	codirectional	10000
chr10	106433	106718	YJL166W	codirectional10000	codirectional	10000
chr10	106893	109461	YJL165C	headon10000	headon	10000
chr10	151712	152999	YJL139C	codirectional10000	codirectional	10000
chr10	153503	154691	YJL138C	codirectional10000	codirectional	10000
chr10	154984	156127	YJL137C	codirectional10000	codirectional	10000
chr10	156168	156252	YJL136W-A	headon10000	headon	10000
chr10	156549	157273	YJL136C	codirectional10000	codirectional	10000
chr10	157876	158194	YJL135W	headon10000	headon	10000
chr10	158187	159417	YJL134W	headon10000	headon	10000
chr10	159622	159847	YJL133C-A	codirectional10000	codirectional	10000
chr10	160618	161563	YJL133W	headon10000	headon	10000
chr10	161913	164166	YJL132W	codirectional10000	codirectional	10000
chr10	164277	165348	YJL131C	headon10000	headon	10000
chr10	165722	172367	YJL130C	headon10000	headon	10000
chr10	193859	194873	YJL116C	codirectional10000	codirectional	10000
chr10	196286	197126	YJL115W	headon10000	headon	10000
chr10	197914	198595	YJL114W	headon10000	headon	10000
chr10	205304	207449	YJL112W	codirectional10000	codirectional	10000
chr10	207876	209529	YJL111W	codirectional10000	codirectional	10000
chr10	209921	211577	YJL110C	headon10000	headon	10000
chr10	211999	217309	YJL109C	headon10000	headon	10000
chr10	217704	218856	YJL108C	codirectional10000	codirectional	10000
chr10	218852	220016	YJL107C	codirectional10000	codirectional	10000
chr10	221389	223327	YJL106W	headon10000	headon	10000
chr10	225054	226737	YJL105W	headon10000	headon	10000
chr10	227326	227776	YJL104W	headon10000	headon	10000
chr10	229024	230881	YJL103C	headon10000	headon	10000
chr10	231300	233760	YJL102W	codirectional10000	codirectional	10000
chr10	234319	236356	YJL101C	headon10000	headon	10000
chr10	237262	239086	YJL100W	codirectional10000	codirectional	10000
chr10	361248	365445	YJL042W	headon10000	headon	10000
chr10	365783	368373	YJL041W	headon10000	headon	10000
chr10	368747	373799	YJL039C	codirectional10000	codirectional	10000
chr10	375114	375774	YJL038C	headon10000	headon	10000
chr10	376661	377336	YJL037W	codirectional10000	codirectional	10000
chr10	378824	380096	YJL036W	codirectional10000	codirectional	10000
chr10	380248	381001	YJL035C	headon10000	headon	10000
chr10	381326	383375	YJL034W	codirectional10000	codirectional	10000
chr10	383836	386149	YJL033W	codirectional10000	codirectional	10000
chr10	405587	407273	YJL016W	headon10000	headon	10000
chr10	407141	407426	YJL015C	codirectional10000	codirectional	10000
chr10	407557	409162	YJL014W	headon10000	headon	10000
chr10	409492	411040	YJL013C	codirectional10000	codirectional	10000
chr10	411233	413399	YJL012C	codirectional10000	codirectional	10000
chr10	414284	414770	YJL011C	codirectional10000	codirectional	10000
chr10	417561	419562	YJL010C	headon10000	headon	10000
chr10	419854	420181	YJL009W	codirectional10000	codirectional	10000
chr10	419956	421663	YJL008C	headon10000	headon	10000
chr10	422697	423012	YJL007C	headon10000	headon	10000
chr10	423137	424109	YJL006C	headon10000	headon	10000
chr10	425156	431237	YJL005W	codirectional10000	codirectional	10000
chr10	432643	433000	YJL003W	headon10000	headon	10000
chr10	433220	434651	YJL002C	codirectional10000	codirectional	10000
chr10	435162	435926	YJL001W	headon10000	headon	10000
chr10	436801	438610	YJR001W	headon10000	headon	10000
chr10	438864	440646	YJR002W	headon10000	headon	10000
chr10	466520	467033	YJR017C	headon10000	headon	10000
chr10	466785	467148	YJR018W	codirectional10000	codirectional	10000
chr10	467231	468281	YJR019C	headon10000	headon	10000
chr10	468000	468333	YJR020W	codirectional10000	codirectional	10000
chr10	468554	469579	YJR021C	headon10000	headon	10000
chr10	529860	531366	YJR051W	headon10000	headon	10000
chr10	532061	533759	YJR052W	headon10000	headon	10000
chr10	534026	535751	YJR053W	headon10000	headon	10000
chr10	536055	537549	YJR054W	headon10000	headon	10000
chr10	538771	539266	YJR055W	headon10000	headon	10000
chr10	541791	542502	YJR056C	headon10000	headon	10000
chr10	544061	544712	YJR057W	codirectional10000	codirectional	10000
chr10	544731	545175	YJR058C	headon10000	headon	10000
chr10	545786	548243	YJR059W	codirectional10000	codirectional	10000
chr10	548758	549814	YJR060W	codirectional10000	codirectional	10000
chr10	56443	58813	YJL200C	codirectional10000	codirectional	10000
chr10	59855	60182	YJL199C	codirectional10000	codirectional	10000
chr10	60843	63489	YJL198W	headon10000	headon	10000
chr10	620753	622490	YJR103W	codirectional10000	codirectional	10000
chr10	622549	623014	YJR104C	headon10000	headon	10000
chr10	63804	67569	YJL197W	headon10000	headon	10000
chr10	65804	66086	YJL197C-A	codirectional10000	codirectional	10000
chr10	672990	673620	YJR133W	headon10000	headon	10000
chr10	673728	675852	YJR134C	codirectional10000	codirectional	10000
chr10	676058	676778	YJR135C	codirectional10000	codirectional	10000
chr10	676970	677234	YJR135W-A	headon10000	headon	10000
chr10	677440	678706	YJR136C	codirectional10000	codirectional	10000
chr10	67849	68782	YJL196C	headon10000	headon	10000
chr10	678956	683285	YJR137C	codirectional10000	codirectional	10000
chr10	684566	689321	YJR138W	codirectional10000	codirectional	10000
chr10	689444	690524	YJR139C	headon10000	headon	10000
chr10	690749	695696	YJR140C	headon10000	headon	10000
chr10	690960	691110	YJR140W-A	codirectional10000	codirectional	10000
chr10	69240	69942	YJL195C	headon10000	headon	10000
chr10	69337	70879	YJL194W	codirectional10000	codirectional	10000
chr10	71365	72574	YJL193W	codirectional10000	codirectional	10000
chr10	72709	73414	YJL192C	headon10000	headon	10000
chr10	73786	74611	YJL191W	codirectional10000	codirectional	10000
chr10	74909	75302	YJL190C	headon10000	headon	10000
chr10	75932	76474	YJL189W	codirectional10000	codirectional	10000
chr10	76201	76510	YJL188C	headon10000	headon	10000
chr10	76802	79262	YJL187C	headon10000	headon	10000
chr10	89281	90097	YJL178C	codirectional10000	codirectional	10000
chr10	90785	91657	YJL177W	headon10000	headon	10000
chr10	92052	94530	YJL176C	codirectional10000	codirectional	10000
chr10	94048	94561	YJL175W	headon10000	headon	10000
chr10	95091	95922	YJL174W	headon10000	headon	10000
chr10	96160	96529	YJL173C	codirectional10000	codirectional	10000
chr10	97736	99467	YJL172W	headon10000	headon	10000
chr10	99703	100894	YJL171C	headon10000	headon	10000
chr11	100670	106826	YKL182W	codirectional10000	codirectional	10000
chr11	107315	108599	YKL181W	codirectional10000	codirectional	10000
chr11	144400	145378	YKL163W	headon10000	headon	10000
chr11	145921	146074	YKL162C-A	codirectional10000	codirectional	10000
chr11	147629	148838	YKL162C	codirectional10000	codirectional	10000
chr11	149385	150687	YKL161C	codirectional10000	codirectional	10000
chr11	153268	153706	YKL160W	codirectional10000	codirectional	10000
chr11	153815	154451	YKL159C	headon10000	headon	10000
chr11	154990	158232	YKL157W	codirectional10000	codirectional	10000
chr11	158612	159212	YKL156W	codirectional10000	codirectional	10000
chr11	158974	159091	YKL156C-A	headon10000	headon	10000
chr11	159455	161342	YKL155C	headon10000	headon	10000
chr11	161600	162335	YKL154W	codirectional10000	codirectional	10000
chr11	203540	205253	YKL127W	headon10000	headon	10000
chr11	205706	207749	YKL126W	headon10000	headon	10000
chr11	208246	210130	YKL125W	headon10000	headon	10000
chr11	210592	212332	YKL124W	headon10000	headon	10000
chr11	212042	212423	YKL123W	headon10000	headon	10000
chr11	212494	212998	YKL122C	codirectional10000	codirectional	10000
chr11	214141	216700	YKL121W	codirectional10000	codirectional	10000
chr11	217343	218318	YKL120W	codirectional10000	codirectional	10000
chr11	218569	219217	YKL119C	headon10000	headon	10000
chr11	219125	219437	YKL118W	codirectional10000	codirectional	10000
chr11	220323	220974	YKL117W	codirectional10000	codirectional	10000
chr11	221343	222900	YKL116C	headon10000	headon	10000
chr11	222892	223285	YKL115C	headon10000	headon	10000
chr11	246137	247682	YKL103C	codirectional10000	codirectional	10000
chr11	248061	248367	YKL102C	codirectional10000	codirectional	10000
chr11	248919	253476	YKL101W	headon10000	headon	10000
chr11	253696	255460	YKL100C	codirectional10000	codirectional	10000
chr11	254158	254248	YKL100W-A	headon10000	headon	10000
chr11	255719	256472	YKL099C	codirectional10000	codirectional	10000
chr11	258502	258913	YKL097C	headon10000	headon	10000
chr11	259072	259222	YKL096C-B	headon10000	headon	10000
chr11	259252	259531	YKL096W-A	codirectional10000	codirectional	10000
chr11	261131	261851	YKL096W	codirectional10000	codirectional	10000
chr11	262276	263113	YKL095W	codirectional10000	codirectional	10000
chr11	263348	264290	YKL094W	codirectional10000	codirectional	10000
chr11	264788	265808	YKL093W	codirectional10000	codirectional	10000
chr11	266144	269459	YKL092C	headon10000	headon	10000
chr11	291452	292631	YKL077W	headon10000	headon	10000
chr11	292837	293221	YKL076C	codirectional10000	codirectional	10000
chr11	292955	294308	YKL075C	codirectional10000	codirectional	10000
chr11	294609	296193	YKL074C	codirectional10000	codirectional	10000
chr11	296429	299075	YKL073W	headon10000	headon	10000
chr11	299581	301882	YKL072W	headon10000	headon	10000
chr11	305113	305884	YKL071W	codirectional10000	codirectional	10000
chr11	306210	306720	YKL070W	codirectional10000	codirectional	10000
chr11	307284	307827	YKL069W	codirectional10000	codirectional	10000
chr11	309205	309442	YKL068W-A	codirectional10000	codirectional	10000
chr11	310198	313078	YKL068W	codirectional10000	codirectional	10000
chr11	317763	320673	YKL064W	headon10000	headon	10000
chr11	321014	321518	YKL063C	codirectional10000	codirectional	10000
chr11	323227	325120	YKL062W	headon10000	headon	10000
chr11	325770	326112	YKL061W	headon10000	headon	10000
chr11	326407	327487	YKL060C	codirectional10000	codirectional	10000
chr11	328117	329443	YKL059C	codirectional10000	codirectional	10000
chr11	330165	330534	YKL058W	codirectional10000	codirectional	10000
chr11	330855	333969	YKL057C	headon10000	headon	10000
chr11	334411	334915	YKL056C	headon10000	headon	10000
chr11	335320	336157	YKL055C	headon10000	headon	10000
chr11	336536	338753	YKL054C	headon10000	headon	10000
chr11	339181	339442	YKL053C-A	headon10000	headon	10000
chr11	380064	381858	YKL032C	codirectional10000	codirectional	10000
chr11	382071	382485	YKL031W	headon10000	headon	10000
chr11	382497	383103	YKL030W	headon10000	headon	10000
chr11	382715	384725	YKL029C	codirectional10000	codirectional	10000
chr11	385757	387206	YKL028W	headon10000	headon	10000
chr11	389379	389883	YKL026C	headon10000	headon	10000
chr11	390239	392279	YKL025C	headon10000	headon	10000
chr11	392525	393140	YKL024C	headon10000	headon	10000
chr11	393145	393373	YKL023C-A	headon10000	headon	10000
chr11	393720	394554	YKL023W	codirectional10000	codirectional	10000
chr11	394725	397248	YKL022C	headon10000	headon	10000
chr11	397343	398750	YKL021C	headon10000	headon	10000
chr11	405189	407241	YKL017C	codirectional10000	codirectional	10000
chr11	407464	407989	YKL016C	codirectional10000	codirectional	10000
chr11	408543	411483	YKL015W	headon10000	headon	10000
chr11	411618	416913	YKL014C	codirectional10000	codirectional	10000
chr11	417507	418023	YKL013C	headon10000	headon	10000
chr11	418309	420061	YKL012W	codirectional10000	codirectional	10000
chr11	420154	421216	YKL011C	headon10000	headon	10000
chr11	421423	425875	YKL010C	headon10000	headon	10000
chr11	42422	46295	YKL209C	codirectional10000	codirectional	10000
chr11	426241	426952	YKL009W	codirectional10000	codirectional	10000
chr11	437777	438544	YKL002W	headon10000	headon	10000
chr11	438776	439385	YKL001C	codirectional10000	codirectional	10000
chr11	440607	442722	YKR001C	codirectional10000	codirectional	10000
chr11	443231	444938	YKR002W	headon10000	headon	10000
chr11	445380	446727	YKR003W	headon10000	headon	10000
chr11	458923	461239	YKR010C	headon10000	headon	10000
chr11	461634	462696	YKR011C	headon10000	headon	10000
chr11	463738	464116	YKR012C	headon10000	headon	10000
chr11	463958	464948	YKR013W	codirectional10000	codirectional	10000
chr11	465366	466071	YKR014C	headon10000	headon	10000
