chr	start	end	width	score	Overlap	genestart	geneend	geneID	collisiontype	DistanceGroup	sample
chr4	911462	917562	6100	6.50721772563381	396	914316	914712	YDR224C	headon	1000	Top2
chr4	911462	917562	6100	6.50721772563381	399	915529	915928	YDR225W	codirectional	2000	Top2
chr4	911462	917562	6100	6.50721772563381	399	915529	915928	YDR225W	codirectional	5000	Top2
chr4	923622	925051	1429	3.50428659374398	184	921925	923806	YDR228C	headon	250	Top2
chr4	923622	925051	1429	3.50428659374398	184	921925	923806	YDR228C	headon	500	Top2
chr4	923622	925051	1429	3.50428659374398	184	921925	923806	YDR228C	headon	2000	Top2
chr4	923622	925051	1429	3.50428659374398	184	921925	923806	YDR228C	headon	1000	Top2
chr4	923622	925051	1429	3.50428659374398	184	921925	923806	YDR228C	headon	5000	Top2
chr4	923622	925051	1429	3.50428659374398	267	924784	926146	YDR229W	codirectional	5000	Top2
chr4	923622	925051	1429	3.50428659374398	267	924784	926146	YDR229W	codirectional	10000	Top2
chr4	925492	927403	1911	4.59871527480169	654	924784	926146	YDR229W	codirectional	5000	Top2
chr4	925492	927403	1911	4.59871527480169	654	924784	926146	YDR229W	codirectional	10000	Top2
chr4	925492	927403	1911	4.59871527480169	348	926222	926570	YDR230W	codirectional	5000	Top2
chr4	925492	927403	1911	4.59871527480169	348	926222	926570	YDR230W	codirectional	10000	Top2
chr4	925492	927403	1911	4.59871527480169	618	926292	926910	YDR231C	headon	10000	Top2
chr4	925492	927403	1911	4.59871527480169	618	926292	926910	YDR231C	headon	5000	Top2
chr4	929373	931575	2202	4.15426462280914	888	929469	930357	YDR233C	headon	10000	Top2
chr4	929373	931575	2202	4.15426462280914	447	931128	933210	YDR234W	codirectional	10000	Top2
chr4	932937	933732	795	3.29063198545532	273	931128	933210	YDR234W	codirectional	10000	Top2
chr5	105867	107039	1172	5.1144570213713	280	102580	106147	YEL025C	headon	10000	Top2
chr5	138819	139174	355	2.04148887723101	257	138917	139763	YEL009C	codirectional	10000	Top2
chr5	140347	147081	6734	4.5286072181673	381	140511	140892	YEL008W	headon	5000	Top2
chr5	140347	147081	6734	4.5286072181673	381	140511	140892	YEL008W	headon	10000	Top2
chr5	140347	147081	6734	4.5286072181673	93	140725	140818	YEL008C-A	codirectional	5000	Top2
chr5	140347	147081	6734	4.5286072181673	93	140725	140818	YEL008C-A	codirectional	10000	Top2
chr5	140347	147081	6734	4.5286072181673	2001	141891	143892	YEL007W	headon	5000	Top2
chr5	140347	147081	6734	4.5286072181673	2001	141891	143892	YEL007W	headon	2000	Top2
chr5	140347	147081	6734	4.5286072181673	2001	141891	143892	YEL007W	headon	10000	Top2
chr5	140347	147081	6734	4.5286072181673	1008	144326	145334	YEL006W	headon	10000	Top2
chr5	140347	147081	6734	4.5286072181673	1008	144326	145334	YEL006W	headon	500	Top2
chr5	140347	147081	6734	4.5286072181673	1008	144326	145334	YEL006W	headon	1000	Top2
chr5	140347	147081	6734	4.5286072181673	1008	144326	145334	YEL006W	headon	2000	Top2
chr5	140347	147081	6734	4.5286072181673	1008	144326	145334	YEL006W	headon	5000	Top2
chr5	140347	147081	6734	4.5286072181673	849	145906	146755	YEL005C	headon	250	Top2
chr5	140347	147081	6734	4.5286072181673	849	145906	146755	YEL005C	headon	10000	Top2
chr5	140347	147081	6734	4.5286072181673	849	145906	146755	YEL005C	headon	5000	Top2
chr5	140347	147081	6734	4.5286072181673	849	145906	146755	YEL005C	headon	2000	Top2
chr5	140347	147081	6734	4.5286072181673	849	145906	146755	YEL005C	headon	500	Top2
chr5	140347	147081	6734	4.5286072181673	849	145906	146755	YEL005C	headon	1000	Top2
chr5	140347	147081	6734	4.5286072181673	131	146950	147979	YEL004W	codirectional	5000	Top2
chr5	140347	147081	6734	4.5286072181673	131	146950	147979	YEL004W	codirectional	10000	Top2
chr5	140347	147081	6734	4.5286072181673	131	146950	147979	YEL004W	codirectional	2000	Top2
chr5	147969	148151	182	1.42080549743569	10	146950	147979	YEL004W	codirectional	5000	Top2
chr5	147969	148151	182	1.42080549743569	10	146950	147979	YEL004W	codirectional	10000	Top2
chr5	147969	148151	182	1.42080549743569	10	146950	147979	YEL004W	codirectional	2000	Top2
chr5	149595	151646	2051	4.50884685023186	419	148721	150014	YEL002C	headon	10000	Top2
chr5	149595	151646	2051	4.50884685023186	419	148721	150014	YEL002C	headon	5000	Top2
chr5	149595	151646	2051	4.50884685023186	678	150300	150978	YEL001C	headon	10000	Top2
chr5	149595	151646	2051	4.50884685023186	678	150300	150978	YEL001C	headon	5000	Top2
chr5	152058	153870	1812	5.66549967852724	351	153519	155808	YER001W	codirectional	10000	Top2
chr5	171466	175341	3875	5.08893206343249	352	167807	171818	YER008C	codirectional	5000	Top2
chr5	171466	175341	3875	5.08893206343249	352	167807	171818	YER008C	codirectional	2000	Top2
chr5	171466	175341	3875	5.08893206343249	352	167807	171818	YER008C	codirectional	10000	Top2
chr5	171466	175341	3875	5.08893206343249	378	172114	172492	YER009W	headon	10000	Top2
chr5	171466	175341	3875	5.08893206343249	378	172114	172492	YER009W	headon	2000	Top2
chr5	171466	175341	3875	5.08893206343249	378	172114	172492	YER009W	headon	5000	Top2
chr5	171466	175341	3875	5.08893206343249	705	172633	173338	YER010C	codirectional	2000	Top2
chr5	171466	175341	3875	5.08893206343249	705	172633	173338	YER010C	codirectional	500	Top2
chr5	171466	175341	3875	5.08893206343249	705	172633	173338	YER010C	codirectional	10000	Top2
chr5	171466	175341	3875	5.08893206343249	705	172633	173338	YER010C	codirectional	5000	Top2
chr5	171466	175341	3875	5.08893206343249	705	172633	173338	YER010C	codirectional	1000	Top2
chr5	171466	175341	3875	5.08893206343249	94	175247	176012	YER011W	codirectional	2000	Top2
chr5	171466	175341	3875	5.08893206343249	94	175247	176012	YER011W	codirectional	10000	Top2
chr5	171466	175341	3875	5.08893206343249	94	175247	176012	YER011W	codirectional	5000	Top2
chr5	176947	179163	2216	4.85538490241621	597	177834	178431	YER012W	codirectional	10000	Top2
chr5	176947	179163	2216	4.85538490241621	597	177834	178431	YER012W	codirectional	5000	Top2
chr5	176947	179163	2216	4.85538490241621	323	178840	182278	YER013W	codirectional	10000	Top2
chr5	186221	186411	190	1.5741959896929	190	184540	186775	YER015W	headon	10000	Top2
chr5	192325	193100	775	2.51807292902727	299	191958	192624	YER018C	codirectional	250	Top2
chr5	192325	193100	775	2.51807292902727	299	191958	192624	YER018C	codirectional	2000	Top2
chr5	192325	193100	775	2.51807292902727	299	191958	192624	YER018C	codirectional	5000	Top2
chr5	192325	193100	775	2.51807292902727	299	191958	192624	YER018C	codirectional	1000	Top2
chr5	192325	193100	775	2.51807292902727	299	191958	192624	YER018C	codirectional	10000	Top2
chr5	192325	193100	775	2.51807292902727	299	191958	192624	YER018C	codirectional	500	Top2
chr5	192325	193100	775	2.51807292902727	304	192796	194230	YER019W	codirectional	500	Top2
chr5	192325	193100	775	2.51807292902727	304	192796	194230	YER019W	codirectional	10000	Top2
chr5	192325	193100	775	2.51807292902727	304	192796	194230	YER019W	codirectional	250	Top2
chr5	192325	193100	775	2.51807292902727	304	192796	194230	YER019W	codirectional	5000	Top2
chr5	192325	193100	775	2.51807292902727	304	192796	194230	YER019W	codirectional	1000	Top2
chr5	192325	193100	775	2.51807292902727	304	192796	194230	YER019W	codirectional	2000	Top2
chr5	194010	195649	1639	7.07412260183424	220	192796	194230	YER019W	codirectional	500	Top2
chr5	194010	195649	1639	7.07412260183424	220	192796	194230	YER019W	codirectional	10000	Top2
chr5	194010	195649	1639	7.07412260183424	220	192796	194230	YER019W	codirectional	250	Top2
chr5	194010	195649	1639	7.07412260183424	220	192796	194230	YER019W	codirectional	5000	Top2
chr5	194010	195649	1639	7.07412260183424	220	192796	194230	YER019W	codirectional	1000	Top2
chr5	194010	195649	1639	7.07412260183424	220	192796	194230	YER019W	codirectional	2000	Top2
chr5	194010	195649	1639	7.07412260183424	267	194272	194539	YER019C-A	headon	5000	Top2
chr5	194010	195649	1639	7.07412260183424	267	194272	194539	YER019C-A	headon	10000	Top2
chr5	194010	195649	1639	7.07412260183424	267	194272	194539	YER019C-A	headon	2000	Top2
chr5	194010	195649	1639	7.07412260183424	482	195167	196517	YER020W	codirectional	5000	Top2
chr5	194010	195649	1639	7.07412260183424	482	195167	196517	YER020W	codirectional	10000	Top2
chr5	196031	196103	72	1.49300979437519	72	195167	196517	YER020W	codirectional	5000	Top2
chr5	196031	196103	72	1.49300979437519	72	195167	196517	YER020W	codirectional	10000	Top2
chr5	196524	197174	650	3.64677637023017	227	196947	198519	YER021W	codirectional	5000	Top2
chr5	196524	197174	650	3.64677637023017	227	196947	198519	YER021W	codirectional	10000	Top2
chr5	198554	198828	274	1.66303938347734	17	198811	200875	YER022W	codirectional	10000	Top2
chr5	201696	202849	1153	2.90387687151523	240	201075	201936	YER023W	codirectional	10000	Top2
chr5	201696	202849	1153	2.90387687151523	38	201521	201734	YER023C-A	headon	10000	Top2
chr5	204680	205407	727	3.82533095705434	157	205250	206834	YER025W	headon	10000	Top2
chr5	207253	208884	1631	3.70149044594335	831	207643	208474	YER026C	codirectional	10000	Top2
chr5	207253	208884	1631	3.70149044594335	831	207643	208474	YER026C	codirectional	5000	Top2
chr5	210119	213574	3455	5.51187708205467	113	208978	210232	YER027C	codirectional	10000	Top2
chr5	210119	213574	3455	5.51187708205467	113	208978	210232	YER027C	codirectional	5000	Top2
chr5	210119	213574	3455	5.51187708205467	1185	210691	211876	YER028C	codirectional	5000	Top2
chr5	210119	213574	3455	5.51187708205467	1185	210691	211876	YER028C	codirectional	10000	Top2
chr5	210119	213574	3455	5.51187708205467	1185	210691	211876	YER028C	codirectional	2000	Top2
chr5	210119	213574	3455	5.51187708205467	1185	210691	211876	YER028C	codirectional	1000	Top2
chr5	210119	213574	3455	5.51187708205467	591	212586	213177	YER029C	headon	1000	Top2
chr5	210119	213574	3455	5.51187708205467	591	212586	213177	YER029C	headon	250	Top2
chr5	210119	213574	3455	5.51187708205467	591	212586	213177	YER029C	headon	2000	Top2
chr5	210119	213574	3455	5.51187708205467	591	212586	213177	YER029C	headon	5000	Top2
chr5	210119	213574	3455	5.51187708205467	591	212586	213177	YER029C	headon	10000	Top2
chr5	210119	213574	3455	5.51187708205467	591	212586	213177	YER029C	headon	500	Top2
chr5	210119	213574	3455	5.51187708205467	138	213436	213898	YER030W	codirectional	2000	Top2
chr5	210119	213574	3455	5.51187708205467	138	213436	213898	YER030W	codirectional	1000	Top2
chr5	210119	213574	3455	5.51187708205467	138	213436	213898	YER030W	codirectional	10000	Top2
chr5	210119	213574	3455	5.51187708205467	138	213436	213898	YER030W	codirectional	5000	Top2
chr5	222120	223579	1459	3.97628589897939	283	221845	222403	YER034W	codirectional	10000	Top2
chr5	3397	3737	340	1.44859517338904	340	263	4097	YEL077C	codirectional	2000	Top2
chr5	3397	3737	340	1.44859517338904	340	263	4097	YEL077C	codirectional	250	Top2
chr5	3397	3737	340	1.44859517338904	340	263	4097	YEL077C	codirectional	500	Top2
chr5	3397	3737	340	1.44859517338904	340	263	4097	YEL077C	codirectional	10000	Top2
chr5	3397	3737	340	1.44859517338904	340	263	4097	YEL077C	codirectional	5000	Top2
chr5	3397	3737	340	1.44859517338904	340	263	4097	YEL077C	codirectional	1000	Top2
chr5	277620	277916	296	1.90555450537023	296	276571	278164	YER060W-A	headon	10000	Top2
chr5	280841	285955	5114	9.36520074132754	657	281709	282366	YER063W	headon	10000	Top2
chr5	280841	285955	5114	9.36520074132754	1518	282704	284222	YER064C	codirectional	5000	Top2
chr5	280841	285955	5114	9.36520074132754	1518	282704	284222	YER064C	codirectional	10000	Top2
chr5	280841	285955	5114	9.36520074132754	715	285240	286914	YER065C	codirectional	10000	Top2
chr5	280841	285955	5114	9.36520074132754	715	285240	286914	YER065C	codirectional	2000	Top2
chr5	280841	285955	5114	9.36520074132754	715	285240	286914	YER065C	codirectional	5000	Top2
chr5	280841	285955	5114	9.36520074132754	715	285240	286914	YER065C	codirectional	1000	Top2
chr5	286795	288597	1802	5.72410039091344	119	285240	286914	YER065C	codirectional	10000	Top2
chr5	286795	288597	1802	5.72410039091344	119	285240	286914	YER065C	codirectional	2000	Top2
chr5	286795	288597	1802	5.72410039091344	119	285240	286914	YER065C	codirectional	5000	Top2
chr5	286795	288597	1802	5.72410039091344	119	285240	286914	YER065C	codirectional	1000	Top2
chr5	291654	293518	1864	5.23911132178367	501	291702	292203	YER066C-A	headon	5000	Top2
chr5	291654	293518	1864	5.23911132178367	486	292065	292551	YER067W	codirectional	5000	Top2
chr5	291654	293518	1864	5.23911132178367	324	292239	292563	YER067C-A	headon	5000	Top2
chr5	294795	295582	787	3.02171665625902	173	295409	298001	YER069W	headon	5000	Top2
chr5	297564	305411	7847	8.26374770054272	437	295409	298001	YER069W	headon	5000	Top2
chr5	297564	305411	7847	8.26374770054272	2667	298949	301616	YER070W	headon	1000	Top2
chr5	297564	305411	7847	8.26374770054272	2667	298949	301616	YER070W	headon	5000	Top2
chr5	297564	305411	7847	8.26374770054272	2667	298949	301616	YER070W	headon	250	Top2
chr5	297564	305411	7847	8.26374770054272	2667	298949	301616	YER070W	headon	500	Top2
chr5	297564	305411	7847	8.26374770054272	2667	298949	301616	YER070W	headon	2000	Top2
chr5	297564	305411	7847	8.26374770054272	2667	298949	301616	YER070W	headon	10000	Top2
chr5	297564	305411	7847	8.26374770054272	381	301946	302327	YER071C	headon	10000	Top2
chr5	297564	305411	7847	8.26374770054272	381	301946	302327	YER071C	headon	250	Top2
chr5	297564	305411	7847	8.26374770054272	381	301946	302327	YER071C	headon	500	Top2
chr5	297564	305411	7847	8.26374770054272	381	301946	302327	YER071C	headon	5000	Top2
chr5	297564	305411	7847	8.26374770054272	381	301946	302327	YER071C	headon	1000	Top2
chr5	297564	305411	7847	8.26374770054272	381	301946	302327	YER071C	headon	2000	Top2
chr5	297564	305411	7847	8.26374770054272	390	302805	303195	YER072W	codirectional	10000	Top2
chr5	297564	305411	7847	8.26374770054272	390	302805	303195	YER072W	codirectional	2000	Top2
chr5	297564	305411	7847	8.26374770054272	390	302805	303195	YER072W	codirectional	1000	Top2
chr5	297564	305411	7847	8.26374770054272	390	302805	303195	YER072W	codirectional	5000	Top2
chr5	297564	305411	7847	8.26374770054272	1382	304029	305592	YER073W	codirectional	5000	Top2
chr5	297564	305411	7847	8.26374770054272	1382	304029	305592	YER073W	codirectional	10000	Top2
chr5	310981	312362	1381	5.75964919522422	218	308412	311199	YER075C	headon	10000	Top2
chr5	342278	343653	1375	5.08554971229746	334	343319	347612	YER093C	codirectional	10000	Top2
chr5	347984	349105	1121	3.11974050119767	416	347911	348400	YER093C-A	codirectional	10000	Top2
chr5	347984	349105	1121	3.11974050119767	377	348728	349346	YER094C	codirectional	10000	Top2
chr5	347984	349105	1121	3.11974050119767	377	348728	349346	YER094C	codirectional	5000	Top2
chr5	349502	352142	2640	4.615450720898	1203	349979	351182	YER095W	headon	5000	Top2
chr5	349502	352142	2640	4.615450720898	1203	349979	351182	YER095W	headon	10000	Top2
chr5	349502	352142	2640	4.615450720898	445	351697	353236	YER096W	headon	500	Top2
chr5	349502	352142	2640	4.615450720898	445	351697	353236	YER096W	headon	5000	Top2
chr5	349502	352142	2640	4.615450720898	445	351697	353236	YER096W	headon	2000	Top2
chr5	349502	352142	2640	4.615450720898	445	351697	353236	YER096W	headon	10000	Top2
chr5	349502	352142	2640	4.615450720898	445	351697	353236	YER096W	headon	1000	Top2
chr5	352618	355937	3319	5.29727280159617	618	351697	353236	YER096W	headon	500	Top2
chr5	352618	355937	3319	5.29727280159617	618	351697	353236	YER096W	headon	5000	Top2
chr5	352618	355937	3319	5.29727280159617	618	351697	353236	YER096W	headon	2000	Top2
chr5	352618	355937	3319	5.29727280159617	618	351697	353236	YER096W	headon	10000	Top2
chr5	352618	355937	3319	5.29727280159617	618	351697	353236	YER096W	headon	1000	Top2
chr5	352618	355937	3319	5.29727280159617	330	355139	355469	YER097W	codirectional	5000	Top2
chr5	352618	355937	3319	5.29727280159617	330	355139	355469	YER097W	codirectional	10000	Top2
chr5	352618	355937	3319	5.29727280159617	330	355139	355469	YER097W	codirectional	2000	Top2
chr5	352618	355937	3319	5.29727280159617	472	355465	357730	YER098W	codirectional	10000	Top2
chr5	352618	355937	3319	5.29727280159617	472	355465	357730	YER098W	codirectional	2000	Top2
chr5	352618	355937	3319	5.29727280159617	472	355465	357730	YER098W	codirectional	5000	Top2
chr5	361647	361966	319	2.01833359733097	147	360501	361794	YER101C	headon	10000	Top2
chr5	363366	363758	392	2.02347034379227	336	363099	363702	YER102W	codirectional	10000	Top2
chr5	397484	397875	391	2.03014479409181	169	396768	397653	YER117W	headon	10000	Top2
chr5	399017	400011	994	3.34937260302414	38	397951	399055	YER118C	codirectional	10000	Top2
chr5	399017	400011	994	3.34937260302414	516	399495	400842	YER119C	codirectional	10000	Top2
chr5	400595	402761	2166	5.73440727249489	247	399495	400842	YER119C	codirectional	10000	Top2
chr5	400595	402761	2166	5.73440727249489	372	400866	401238	YER119C-A	codirectional	10000	Top2
chr5	400595	402761	2166	5.73440727249489	735	401134	401869	YER120W	headon	10000	Top2
chr5	400595	402761	2166	5.73440727249489	735	401134	401869	YER120W	headon	5000	Top2
chr5	400595	402761	2166	5.73440727249489	345	402374	402719	YER121W	headon	10000	Top2
chr5	400595	402761	2166	5.73440727249489	345	402374	402719	YER121W	headon	5000	Top2
chr5	413952	414832	880	3.79960521085454	227	413393	414179	YER126C	headon	10000	Top2
chr5	413952	414832	880	3.79960521085454	352	414480	415554	YER127W	codirectional	10000	Top2
chr5	422272	425715	3443	6.41301861052677	528	425187	430449	YER132C	codirectional	10000	Top2
chr5	432614	433406	792	2.31446518315999	792	432494	433958	YER133W	headon	10000	Top2
chr5	437715	439836	2121	5.18589938913503	88	437266	437803	YER134C	codirectional	5000	Top2
chr5	437715	439836	2121	5.18589938913503	88	437266	437803	YER134C	codirectional	10000	Top2
chr5	437715	439836	2121	5.18589938913503	88	437266	437803	YER134C	codirectional	2000	Top2
chr5	437715	439836	2121	5.18589938913503	393	437951	438344	YER135C	codirectional	5000	Top2
chr5	437715	439836	2121	5.18589938913503	393	437951	438344	YER135C	codirectional	2000	Top2
chr5	437715	439836	2121	5.18589938913503	393	437951	438344	YER135C	codirectional	1000	Top2
chr5	437715	439836	2121	5.18589938913503	393	437951	438344	YER135C	codirectional	10000	Top2
chr5	437715	439836	2121	5.18589938913503	221	439615	440971	YER136W	codirectional	10000	Top2
chr5	437715	439836	2121	5.18589938913503	221	439615	440971	YER136W	codirectional	5000	Top2
chr5	437715	439836	2121	5.18589938913503	221	439615	440971	YER136W	codirectional	2000	Top2
chr5	437715	439836	2121	5.18589938913503	221	439615	440971	YER136W	codirectional	1000	Top2
chr5	441156	441414	258	1.65513344561775	42	441372	441819	YER137C	headon	5000	Top2
chr5	441156	441414	258	1.65513344561775	42	441372	441819	YER137C	headon	10000	Top2
chr5	441841	442982	1141	5.75409673559388	39	441574	441880	YER137W-A	codirectional	5000	Top2
chr5	441841	442982	1141	5.75409673559388	39	441574	441880	YER137W-A	codirectional	10000	Top2
chr5	51469	52411	942	5.12238107936731	70	48470	51539	YEL055C	codirectional	10000	Top2
chr5	490645	492378	1733	5.54595095013148	216	491486	491702	YER158W-A	headon	10000	Top2
chr5	490645	492378	1733	5.54595095013148	429	491529	491958	YER159C	codirectional	10000	Top2
chr5	500185	500394	209	1.87894295824816	163	499346	500348	YER161C	headon	2000	Top2
chr5	500185	500394	209	1.87894295824816	163	499346	500348	YER161C	headon	10000	Top2
chr5	500185	500394	209	1.87894295824816	163	499346	500348	YER161C	headon	1000	Top2
chr5	500185	500394	209	1.87894295824816	163	499346	500348	YER161C	headon	500	Top2
chr5	500185	500394	209	1.87894295824816	163	499346	500348	YER161C	headon	5000	Top2
chr5	502601	505148	2547	5.61112446891554	293	500629	502894	YER162C	headon	5000	Top2
chr5	502601	505148	2547	5.61112446891554	293	500629	502894	YER162C	headon	10000	Top2
chr5	502601	505148	2547	5.61112446891554	293	500629	502894	YER162C	headon	2000	Top2
chr5	502601	505148	2547	5.61112446891554	699	503083	503782	YER163C	headon	5000	Top2
chr5	502601	505148	2547	5.61112446891554	699	503083	503782	YER163C	headon	10000	Top2
chr5	52771	53812	1041	3.84712616802942	447	52720	53218	YEL054C	codirectional	10000	Top2
chr5	52771	53812	1041	3.84712616802942	348	52907	53255	YEL053W-A	headon	10000	Top2
chr5	558870	559541	671	3.91374643046917	88	559453	560365	YER185W	headon	10000	Top2
chr5	562617	562937	320	1.86819055307455	8	561704	562625	YER186C	codirectional	10000	Top2
chr5	57408	62005	4597	4.07186842816518	692	56570	58100	YEL052W	headon	2000	Top2
chr5	57408	62005	4597	4.07186842816518	692	56570	58100	YEL052W	headon	10000	Top2
chr5	57408	62005	4597	4.07186842816518	692	56570	58100	YEL052W	headon	5000	Top2
chr5	564976	568476	3500	5.25643117780417	426	566229	566655	YER187W	headon	10000	Top2
chr5	564976	568476	3500	5.25643117780417	426	566229	566655	YER187W	headon	5000	Top2
chr5	564976	568476	3500	5.25643117780417	437	568039	568759	YER188W	headon	10000	Top2
chr5	564976	568476	3500	5.25643117780417	437	568039	568759	YER188W	headon	5000	Top2
chr5	564976	568476	3500	5.25643117780417	437	568039	568759	YER188W	headon	2000	Top2
chr5	564976	568476	3500	5.25643117780417	437	568039	568759	YER188W	headon	1000	Top2
chr5	569796	571043	1247	2.86316036370432	111	569607	569907	YER188C-A	headon	500	Top2
chr5	569796	571043	1247	2.86316036370432	111	569607	569907	YER188C-A	headon	2000	Top2
chr5	569796	571043	1247	2.86316036370432	111	569607	569907	YER188C-A	headon	1000	Top2
chr5	569796	571043	1247	2.86316036370432	111	569607	569907	YER188C-A	headon	250	Top2
chr5	569796	571043	1247	2.86316036370432	111	569607	569907	YER188C-A	headon	5000	Top2
chr5	569796	571043	1247	2.86316036370432	111	569607	569907	YER188C-A	headon	10000	Top2
chr5	57408	62005	4597	4.07186842816518	771	58377	59148	YEL051W	headon	10000	Top2
chr5	57408	62005	4597	4.07186842816518	771	58377	59148	YEL051W	headon	500	Top2
chr5	57408	62005	4597	4.07186842816518	771	58377	59148	YEL051W	headon	1000	Top2
chr5	57408	62005	4597	4.07186842816518	771	58377	59148	YEL051W	headon	2000	Top2
chr5	57408	62005	4597	4.07186842816518	771	58377	59148	YEL051W	headon	5000	Top2
chr5	57408	62005	4597	4.07186842816518	192	59548	59740	YEL050W-A	codirectional	10000	Top2
chr5	57408	62005	4597	4.07186842816518	192	59548	59740	YEL050W-A	codirectional	500	Top2
chr5	57408	62005	4597	4.07186842816518	192	59548	59740	YEL050W-A	codirectional	250	Top2
chr5	57408	62005	4597	4.07186842816518	192	59548	59740	YEL050W-A	codirectional	2000	Top2
chr5	57408	62005	4597	4.07186842816518	192	59548	59740	YEL050W-A	codirectional	5000	Top2
chr5	57408	62005	4597	4.07186842816518	192	59548	59740	YEL050W-A	codirectional	1000	Top2
chr5	57408	62005	4597	4.07186842816518	1182	59669	60851	YEL050C	headon	10000	Top2
chr5	57408	62005	4597	4.07186842816518	1182	59669	60851	YEL050C	headon	5000	Top2
chr5	57408	62005	4597	4.07186842816518	1182	59669	60851	YEL050C	headon	500	Top2
chr5	57408	62005	4597	4.07186842816518	1182	59669	60851	YEL050C	headon	2000	Top2
chr5	57408	62005	4597	4.07186842816518	1182	59669	60851	YEL050C	headon	1000	Top2
chr5	5784	6428	644	2.58769601910135	303	6125	6464	YEL074W	codirectional	2000	Top2
chr5	5784	6428	644	2.58769601910135	303	6125	6464	YEL074W	codirectional	5000	Top2
chr5	5784	6428	644	2.58769601910135	303	6125	6464	YEL074W	codirectional	10000	Top2
chr5	66527	70329	3802	7.51778783999187	270	65384	66797	YEL047C	headon	10000	Top2
chr5	66527	70329	3802	7.51778783999187	1164	67628	68792	YEL046C	headon	10000	Top2
chr5	66527	70329	3802	7.51778783999187	426	68839	69265	YEL045C	headon	10000	Top2
chr5	84242	86671	2429	6.04940481043449	310	83049	84552	YEL036C	codirectional	10000	Top2
chr5	84242	86671	2429	6.04940481043449	501	85044	85545	YEL035C	codirectional	10000	Top2
chr5	84242	86671	2429	6.04940481043449	603	85612	86215	YEL034C-A	codirectional	10000	Top2
chr5	84242	86671	2429	6.04940481043449	474	85675	86149	YEL034W	headon	10000	Top2
chr5	84242	86671	2429	6.04940481043449	420	86178	86598	YEL033W	headon	10000	Top2
chr5	89958	90422	464	2.55793235481077	165	90257	93905	YEL031W	headon	1000	Top2
chr5	89958	90422	464	2.55793235481077	165	90257	93905	YEL031W	headon	10000	Top2
chr5	89958	90422	464	2.55793235481077	165	90257	93905	YEL031W	headon	250	Top2
chr5	89958	90422	464	2.55793235481077	165	90257	93905	YEL031W	headon	500	Top2
chr5	89958	90422	464	2.55793235481077	165	90257	93905	YEL031W	headon	5000	Top2
chr5	89958	90422	464	2.55793235481077	165	90257	93905	YEL031W	headon	2000	Top2
chr5	92304	96371	4067	4.59263609372985	1601	90257	93905	YEL031W	headon	1000	Top2
chr5	92304	96371	4067	4.59263609372985	1601	90257	93905	YEL031W	headon	10000	Top2
chr5	92304	96371	4067	4.59263609372985	1601	90257	93905	YEL031W	headon	250	Top2
chr5	92304	96371	4067	4.59263609372985	1601	90257	93905	YEL031W	headon	500	Top2
chr5	92304	96371	4067	4.59263609372985	1601	90257	93905	YEL031W	headon	5000	Top2
chr5	92304	96371	4067	4.59263609372985	1601	90257	93905	YEL031W	headon	2000	Top2
chr5	92304	96371	4067	4.59263609372985	315	94582	94897	YEL030C-A	headon	2000	Top2
chr5	92304	96371	4067	4.59263609372985	315	94582	94897	YEL030C-A	headon	10000	Top2
chr5	92304	96371	4067	4.59263609372985	315	94582	94897	YEL030C-A	headon	5000	Top2
chr5	92304	96371	4067	4.59263609372985	315	94582	94897	YEL030C-A	headon	1000	Top2
chr5	92304	96371	4067	4.59263609372985	315	94582	94897	YEL030C-A	headon	500	Top2
chr5	92304	96371	4067	4.59263609372985	1728	94643	96578	YEL030W	codirectional	10000	Top2
chr5	92304	96371	4067	4.59263609372985	1728	94643	96578	YEL030W	codirectional	5000	Top2
chr5	92304	96371	4067	4.59263609372985	1728	94643	96578	YEL030W	codirectional	1000	Top2
chr5	92304	96371	4067	4.59263609372985	1728	94643	96578	YEL030W	codirectional	2000	Top2
chr6	103472	105266	1794	2.43769941809733	234	103698	103932	YFL017W-A	headon	2000	Top2
chr6	103472	105266	1794	2.43769941809733	234	103698	103932	YFL017W-A	headon	10000	Top2
chr6	103472	105266	1794	2.43769941809733	234	103698	103932	YFL017W-A	headon	1000	Top2
chr6	103472	105266	1794	2.43769941809733	234	103698	103932	YFL017W-A	headon	5000	Top2
chr6	103472	105266	1794	2.43769941809733	480	103982	104462	YFL017C	codirectional	250	Top2
chr6	103472	105266	1794	2.43769941809733	480	103982	104462	YFL017C	codirectional	10000	Top2
chr6	103472	105266	1794	2.43769941809733	480	103982	104462	YFL017C	codirectional	500	Top2
chr6	103472	105266	1794	2.43769941809733	480	103982	104462	YFL017C	codirectional	2000	Top2
chr6	103472	105266	1794	2.43769941809733	480	103982	104462	YFL017C	codirectional	1000	Top2
chr6	103472	105266	1794	2.43769941809733	480	103982	104462	YFL017C	codirectional	5000	Top2
chr6	103472	105266	1794	2.43769941809733	566	104700	106236	YFL016C	headon	500	Top2
chr6	103472	105266	1794	2.43769941809733	566	104700	106236	YFL016C	headon	5000	Top2
chr6	103472	105266	1794	2.43769941809733	566	104700	106236	YFL016C	headon	1000	Top2
chr6	103472	105266	1794	2.43769941809733	566	104700	106236	YFL016C	headon	2000	Top2
chr6	103472	105266	1794	2.43769941809733	566	104700	106236	YFL016C	headon	250	Top2
